"File"	"OffsetHex"	"OffsetDec"	"LastChangedHex"	"ChangedSpan"	"SourceText"	"BuildText"	"SourceHex"	"BuildHex"
"BTL.BIN"	"0x1E2150"	"1974608"	"0x1E2165"	"22"	"ンクＡ\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0<r下忍|げにん>ランクＢ\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0<r下忍"	"\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Genin Rank B\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Genin"	"3C 72 89 BA 94 45 7C 82 B0 82 C9 82 F1 3E 83 89 83 93 83 4E 82 61"	"47 65 6E 69 6E 20 52 61 6E 6B 20 42 00 00 00 00 00 00 00 00 00 00"
"BTL.BIN"	"0x1E2170"	"1974640"	"0x1E2185"	"22"	"ンクＢ\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0<r下忍|げにん>ランクＣ\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0<r下忍"	"\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Genin Rank C\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Genin"	"3C 72 89 BA 94 45 7C 82 B0 82 C9 82 F1 3E 83 89 83 93 83 4E 82 62"	"47 65 6E 69 6E 20 52 61 6E 6B 20 43 00 00 00 00 00 00 00 00 00 00"
"BTL.BIN"	"0x1E2190"	"1974672"	"0x1E21A5"	"22"	"ンクＣ\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0<r下忍|げにん>ランクＤ\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0<r砂|・"	"\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Genin Rank D\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Sand S"	"3C 72 89 BA 94 45 7C 82 B0 82 C9 82 F1 3E 83 89 83 93 83 4E 82 63"	"47 65 6E 69 6E 20 52 61 6E 6B 20 44 00 00 00 00 00 00 00 00 00 00"
"BTL.BIN"	"0x1E21B0"	"1974704"	"0x1E21D3"	"36"	"ンクＤ\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0<r砂|すな>の<r三姉弟|さんきょうだい>\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0<r霧"	"\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Sand Siblings\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Mist"	"3C 72 8D BB 7C 82 B7 82 C8 3E 82 CC 3C 72 8E 4F 8E 6F 92 ED 7C 82 B3 82 F1 82 AB 82 E5 82 A4 82"	"53 61 6E 64 20 53 69 62 6C 69 6E 67 73 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00"
"BTL.BIN"	"0x1E21E0"	"1974752"	"0x1E2257"	"120"	"ｾい>\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0<r霧|きり>の<r刺客|しかく>\\0\\0\\0\\0\\0\\0<r新紅班|しんくれないはん>\\0\\0\\0\\0\\0\\0<r新|しん>アスマ<r班|はん>\\0\\0\\0\\0\\0\\0<r新|しん>ガイ<r班|はん>\\0\\0\\0\\0\\0\\0\\0\\0<r新|し・"	"\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Mist Assassin\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0New Kurenai\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0New Asuma\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0New Guy\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0New Kaka"	"3C 72 96 B6 7C 82 AB 82 E8 3E 82 CC 3C 72 8E 68 8B 71 7C 82 B5 82 A9 82 AD 3E 00 00 00 00 00 00"	"4D 69 73 74 20 41 73 73 61 73 73 69 6E 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00"
"BTL.BIN"	"0x1E2260"	"1974880"	"0x1E2301"	"162"	"班|はん>\\0\\0\\0\\0\\0\\0\\0\\0<r新|しん>カカシ<r班|はん>\\0\\0\\0\\0\\0\\0<r上忍|じょうにん>ランクＡ\\0\\0\\0\\0\\0\\0<r上忍|じょうにん>ランクＢ\\0\\0\\0\\0\\0\\0<r砂|すな>の<r強者|つわもの>\\0\\0\\0\\0<r音|おと>の<r五人衆|ごにんしゅう>\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0<r"	"\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0New Kakashi\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Jonin Rank A\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Jonin Rank B\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Sand Masters\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Sound Five\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Ev"	"3C 72 90 56 7C 82 B5 82 F1 3E 83 4A 83 4A 83 56 3C 72 94 C7 7C 82 CD 82 F1 3E 00 00 00 00 00 00"	"4E 65 77 20 4B 61 6B 61 73 68 69 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00"
"BTL.BIN"	"0x1E2310"	"1975056"	"0x1E2351"	"66"	"､>\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0<r邪|よこしま>なる<r者|もの>\\0\\0\\0\\0<r伝説|でんせつ>の<r三忍|さんにん>\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0“"	"\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Evil Ones\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Legendary Sannin\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Ak"	"3C 72 8E D7 7C 82 E6 82 B1 82 B5 82 DC 3E 82 C8 82 E9 3C 72 8E D2 7C 82 E0 82 CC 3E 00 00 00 00"	"45 76 69 6C 20 4F 6E 65 73 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00"
"BTL.BIN"	"0x1E2360"	"1975136"	"0x1E2371"	"18"	"・\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0“<r暁|あかつき>”\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0<r"	"\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Akatsuki\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Th"	"81 67 3C 72 8B C5 7C 82 A0 82 A9 82 C2 82 AB 3E 81 68"	"41 6B 61 74 73 75 6B 69 00 00 00 00 00 00 00 00 00 00"
"BTL.BIN"	"0x1E2380"	"1975168"	"0x1E2391"	"18"	"”\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0<r火影|ほかげ>たち\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0<r"	"\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0The Hokage\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Sp"	"3C 72 89 CE 89 65 7C 82 D9 82 A9 82 B0 3E 82 BD 82 BF"	"54 68 65 20 48 6F 6B 61 67 65 00 00 00 00 00 00 00 00"
"BTL.BIN"	"0x1E23A0"	"1975200"	"0x1E23E1"	"66"	"ち\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0<r特別対戦|とくべつたいせん>\\0\\0\\0\\0<r金髪五人衆|きんぱつごにんしゅう>\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0<r"	"\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Special Battle\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Blond Squad\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Pu"	"3C 72 93 C1 95 CA 91 CE 90 ED 7C 82 C6 82 AD 82 D7 82 C2 82 BD 82 A2 82 B9 82 F1 3E 00 00 00 00"	"53 70 65 63 69 61 6C 20 42 61 74 74 6C 65 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00"
"BTL.BIN"	"0x1E23F0"	"1975280"	"0x1E246B"	"124"	"､>\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0<r傀儡軍団|くぐつぐんだん>\\0\\0\\0\\0\\0\\0<r木|こ>ノ<r葉先生|はせんせい>\\0\\0<r血継限界|けっけいげんかい>\\0\\0\\0\\0<r高|たか>みの<r者|もの>たち\\0\\0\\0\\0\\0\\0\\0\\0p$・.\\0.\\0"	"\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Puppet Corps\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Leaf Teachers\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Kekkei Genkai\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0High-Rank Shinobi\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0p$・.\\0.\\0"	"3C 72 98 F8 99 53 8C 52 92 63 7C 82 AD 82 AE 82 C2 82 AE 82 F1 82 BE 82 F1 3E 00 00 00 00 00 00"	"50 75 70 70 65 74 20 43 6F 72 70 73 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00"
"BTL.BIN"	"0x1E2670"	"1975920"	"0x1E2683"	"20"	"Pc・\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0<r撒|ま>き<r菱|びし>\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0<r兵"	"Pc・\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Caltrops\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Food"	"3C 72 8E 54 7C 82 DC 3E 82 AB 3C 72 95 48 7C 82 D1 82 B5 3E"	"43 61 6C 74 72 6F 70 73 00 00 00 00 00 00 00 00 00 00 00 00"
"BTL.BIN"	"0x1E2690"	"1975952"	"0x1E26A7"	"24"	"ﾑし>\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0<r兵糧丸|ひょうろうがん>\\0\\0\\0\\0\\0\\0\\0\\0<r上忍|・"	"\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Food Pills\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Jonin Sh"	"3C 72 95 BA 97 C6 8A DB 7C 82 D0 82 E5 82 A4 82 EB 82 A4 82 AA 82 F1 3E"	"46 6F 6F 64 20 50 69 6C 6C 73 00 00 00 00 00 00 00 00 00 00 00 00 00 00"
"BTL.BIN"	"0x1E26B0"	"1975984"	"0x1E26E7"	"56"	"・､がん>\\0\\0\\0\\0\\0\\0\\0\\0<r上忍|じょうにん>の<r靴|くつ>\\0\\0カカシ<r人形|にんぎょう>\\0\\0\\0\\0\\0\\0\\0\\0<r根性|・"	"\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Jonin Shoes\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Kakashi Doll\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Guts Wei"	"3C 72 8F E3 94 45 7C 82 B6 82 E5 82 A4 82 C9 82 F1 3E 82 CC 3C 72 8C 43 7C 82 AD 82 C2 3E 00 00"	"4A 6F 6E 69 6E 20 53 68 6F 65 73 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00"
"BTL.BIN"	"0x1E26F0"	"1976048"	"0x1E2755"	"102"	".ｬょう>\\0\\0\\0\\0\\0\\0\\0\\0<r根性|こんじょう>のおもり\\0\\0\\0\\0\\0\\0<r風魔手裏剣|ふうましゅりけん>\\0\\0<r呪札|じゅさつ>　<r鎧崩|よろいくず>し\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0<r亀甲"	"\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Guts Weight\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Fuma Shuriken\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Armor-Break Charm\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Kikko"	"3C 72 8D AA 90 AB 7C 82 B1 82 F1 82 B6 82 E5 82 A4 3E 82 CC 82 A8 82 E0 82 E8 00 00 00 00 00 00"	"47 75 74 73 20 57 65 69 67 68 74 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00"
"BTL.BIN"	"0x1E2760"	"1976160"	"0x1E2775"	"22"	"ｭず>し\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0<r亀甲丸|きっこうがん>\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0<r炸裂"	"\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Kikko Pill\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Blast"	"3C 72 8B 54 8D 62 8A DB 7C 82 AB 82 C1 82 B1 82 A4 82 AA 82 F1 3E"	"4B 69 6B 6B 6F 20 50 69 6C 6C 00 00 00 00 00 00 00 00 00 00 00 00"
"BTL.BIN"	"0x1E2780"	"1976192"	"0x1E2795"	"22"	"､がん>\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0<r炸裂|さくれつ>クナイ\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0<r起爆"	"\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Blast Kunai\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Bomb K"	"3C 72 E0 79 97 F4 7C 82 B3 82 AD 82 EA 82 C2 3E 83 4E 83 69 83 43"	"42 6C 61 73 74 20 4B 75 6E 61 69 00 00 00 00 00 00 00 00 00 00 00"
"BTL.BIN"	"0x1E27A0"	"1976224"	"0x1E27B3"	"20"	"クナイ\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0<r起爆|きばく>クナイ\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0<r医"	"\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Bomb Kunai\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Med"	"3C 72 8B 4E 94 9A 7C 82 AB 82 CE 82 AD 3E 83 4E 83 69 83 43"	"42 6F 6D 62 20 4B 75 6E 61 69 00 00 00 00 00 00 00 00 00 00"
"BTL.BIN"	"0x1E27C0"	"1976256"	"0x1E27D5"	"22"	"ナイ\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0<r医療|いりょう>パック\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0<r雲隠"	"\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Med Pack\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Kumo S"	"3C 72 88 E3 97 C3 7C 82 A2 82 E8 82 E5 82 A4 3E 83 70 83 62 83 4E"	"4D 65 64 20 50 61 63 6B 00 00 00 00 00 00 00 00 00 00 00 00 00 00"
"BTL.BIN"	"0x1E27E0"	"1976288"	"0x1E2803"	"36"	"パック\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0<r雲隠|くもがく>れの<r巻物|まきもの>\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0<r毒"	"\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Kumo Scroll\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Pois"	"3C 72 89 5F 89 42 7C 82 AD 82 E0 82 AA 82 AD 3E 82 EA 82 CC 3C 72 8A AA 95 A8 7C 82 DC 82 AB 82"	"4B 75 6D 6F 20 53 63 72 6F 6C 6C 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00"
"BTL.BIN"	"0x1E2810"	"1976336"	"0x1E2827"	"24"	"烽ﾌ>\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0<r毒煙玉|どくけむりだま>\\0\\0\\0\\0\\0\\0\\0\\0<r起爆札"	"\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Poison Bomb\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Paper Bo"	"3C 72 93 C5 89 8C 8B CA 7C 82 C7 82 AD 82 AF 82 DE 82 E8 82 BE 82 DC 3E"	"50 6F 69 73 6F 6E 20 42 6F 6D 62 00 00 00 00 00 00 00 00 00 00 00 00 00"
"BTL.BIN"	"0x1E2830"	"1976368"	"0x1E2843"	"20"	"ﾞりだま>\\0\\0\\0\\0\\0\\0\\0\\0<r起爆札|きばくふだ>\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0<r元"	"\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Paper Bomb\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Ener"	"3C 72 8B 4E 94 9A 8E 44 7C 82 AB 82 CE 82 AD 82 D3 82 BE 3E"	"50 61 70 65 72 20 42 6F 6D 62 00 00 00 00 00 00 00 00 00 00"
"BTL.BIN"	"0x1E2850"	"1976400"	"0x1E2863"	"20"	"ﾓだ>\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0<r元気丸|げんきがん>\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0<r蝦"	"\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Energy Pill\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Toad"	"3C 72 8C B3 8B 43 8A DB 7C 82 B0 82 F1 82 AB 82 AA 82 F1 3E"	"45 6E 65 72 67 79 20 50 69 6C 6C 00 00 00 00 00 00 00 00 00"
