"File"	"OffsetHex"	"OffsetDec"	"CapacityBytes"	"SourceOffsetHex"	"SourceBytes"	"BuildBytes"	"SourceText"	"BuildText"
"BTL.BIN"	"0x1E3CD0"	"1981648"	"49"	"0x1E3CD0"	"110"	"49"	"「<color080860>フリーバトル<color000000>」などの「<color080860><r難易度設定|なんいどせってい><color000000>」に"	"In ""Free Battle"" and other ""Difficulty"" settings,"
"BTL.BIN"	"0x1E3D40"	"1981760"	"52"	"0x1E3D40"	"130"	"52"	"<r最|もっと>も<r手強|てごわ>い<r難易度|なんいど>の「<color2820FF><r究極|ナルティメット><color000000>」が<r追加|ついか>されました！"	"the toughest difficulty, ""Ultimate"", has been added!"
"BTL.BIN"	"0x1E3DD0"	"1981904"	"38"	"0x1E3DD0"	"70"	"38"	"<r腕|うで>に<r覚|おぼ>えのある<r者|もの>よ、<r挑戦|ちょうせん>せよ！！"	"Skilled fighters, take the challenge!!"
"BTL.BIN"	"0x1E3E40"	"1982016"	"41"	"0x1E3E40"	"56"	"41"	"<color080860>ランクイン<r報酬|ほうしゅう>！<color000000>"	"<color080860>Ranking Reward!<color000000>"
"BTL.BIN"	"0x1E3E80"	"1982080"	"41"	"0x1E3E80"	"74"	"41"	"<color2820FF>%s<r位|い><color000000>に<r入賞|にゅうしょう>した<r君|きみ>に"	"For placing <color2820FF>%s<color000000>,"
"BTL.BIN"	"0x1E3ED0"	"1982160"	"17"	"0x1E3ED0"	"46"	"17"	"「<color2820FF>%s<color000000>」をプレゼント！"	"you receive ""%s""!"
"BTL.BIN"	"0x1E4170"	"1982832"	"7"	"0x1E4170"	"16"	"7"	"%s × %s<r個|こ>"	"%s x %s"
"BTL.BIN"	"0x1E4190"	"1982864"	"19"	"0x1E4190"	"36"	"19"	"<r自分|じぶん>ルール<r戦闘|せんとう>"	"Custom Rules Battle"
"BTL.BIN"	"0x1E5550"	"1987920"	"20"	"0x1E5550"	"50"	"20"	"<r敵|てき>は<r忍術|にんじゅつ>にて<r攻|せ>めるべし"	"Attack with Ninjutsu"
"BTL.BIN"	"0x1E5590"	"1987984"	"23"	"0x1E5590"	"46"	"23"	"<r敵|てき>は<r奥義|おうぎ>にて<r攻|せ>めるべし"	"Attack with an Ultimate"
"BTL.BIN"	"0x1E55C0"	"1988032"	"24"	"0x1E55C0"	"60"	"24"	"<r敵|てき>は<r連係攻撃|れんけいこうげき>にて<r攻|せ>めるべし"	"Attack with Team Attacks"
"BTL.BIN"	"0x1E5600"	"1988096"	"32"	"0x1E5600"	"54"	"32"	"<r変|か>わり<r身|み>にて<r敵|てき>を<r欺|あざむ>くべし"	"Fool the enemy with Substitution"
"BTL.BIN"	"0x1E5640"	"1988160"	"22"	"0x1E5640"	"58"	"22"	"<r追|お>い<r討|う>ちにて<r敵|てき>を<r追撃|ついげき>すべし"	"Pursue with extra hits"
"BTL.BIN"	"0x1E5680"	"1988224"	"31"	"0x1E5680"	"72"	"31"	"<r連続|れんぞく><r攻撃|こうげき>にて<r敵|てき>を<r圧倒|あっとう>するべし"	"Overwhelm the enemy with combos"
"BTL.BIN"	"0x1E56D0"	"1988304"	"31"	"0x1E56D0"	"58"	"31"	"<r特殊忍具|とくしゅにんぐ>を<r用|もち>いて<r攻|せ>めるべし"	"Attack with special ninja tools"
"BTL.BIN"	"0x1E5710"	"1988368"	"24"	"0x1E5710"	"50"	"24"	"<r敵|てき>は<r素早|すばや>く<r排除|はいじょ>すべし"	"Defeat the enemy quickly"
"BTL.BIN"	"0x1E5750"	"1988432"	"20"	"0x1E5750"	"56"	"20"	"<r己|おのれ>の<r体力|たいりょく>は<r温存|おんぞん>すべし"	"Preserve your health"
"BTL.BIN"	"0x1E5790"	"1988496"	"21"	"0x1E5790"	"44"	"21"	"<r強者|つわもの>を<r打|う>ち<r破|やぶ>るべし"	"Defeat the strong foe"
"BTL.BIN"	"0x1E57C0"	"1988544"	"20"	"0x1E57C0"	"54"	"20"	"<r秘|ひ>めたる<r力|ちから>を<r解|と>き<r放|はな>つべし"	"Unleash hidden power"
"BTL.BIN"	"0x1E5800"	"1988608"	"29"	"0x1E5800"	"64"	"29"	"<r挑発|ちょうはつ>を<r以|も>って<r敵|てき>を<r刺激|しげき>すべし"	"Provoke the enemy with taunts"
"BTL.BIN"	"0x1E5850"	"1988688"	"25"	"0x1E5850"	"44"	"25"	"<r壊|こわ>れ<r物|もの>を<r破壊|はかい>すべし"	"Destroy breakable objects"
"BTL.BIN"	"0x1E5880"	"1988736"	"27"	"0x1E5880"	"58"	"27"	"<r特殊|とくしゅ><r条件|じょうけん>を<r完遂|かんすい>すべし"	"Complete special conditions"
"BTL.BIN"	"0x1E58C0"	"1988800"	"25"	"0x1E58C0"	"54"	"25"	"<r敵|てき>の<r奥義|おうぎ>を<r打|う>ち<r破|やぶ>るべし"	"Defeat the enemy Ultimate"
"BTL.BIN"	"0x1E5900"	"1988864"	"19"	"0x1E5900"	"60"	"19"	"<r術|じゅつ>の<r競|せ>り<r合|あ>いにて<r勝利|しょうり>すべし"	"Win the jutsu clash"
"BTL.BIN"	"0x1E5940"	"1988928"	"25"	"0x1E5940"	"52"	"25"	"<r敵|てき>に<r残影|ざんえい>をもって<r挑|いど>むべし"	"Challenge with Afterimage"
"BTL.BIN"	"0x1E5980"	"1988992"	"17"	"0x1E5980"	"29"	"17"	"コンボ<r数|すう>%sHitボーナス"	"Combo %sHit Bonus"
"BTL.BIN"	"0x1E59A0"	"1989024"	"18"	"0x1E59A0"	"40"	"18"	"<r所持|しょじ>アイテム%s<r個|こ>ボーナス"	"Held Item %s Bonus"
"BTL.BIN"	"0x1E59D0"	"1989072"	"23"	"0x1E59D0"	"34"	"23"	"<r背景破壊|はいけいはかい>ボーナス"	"Stage Destruction Bonus"
"BTL.BIN"	"0x1E5A00"	"1989120"	"20"	"0x1E5A00"	"36"	"20"	"<r残影勝利|ざんえいしょうり>ボーナス"	"Afterimage Win Bonus"
"BTL.BIN"	"0x1E5A30"	"1989168"	"14"	"0x1E5A30"	"22"	"14"	"<r奥義|おうぎ>ボーナス"	"Ultimate Bonus"
"BTL.BIN"	"0x1E5A50"	"1989200"	"30"	"0x1E5A50"	"52"	"30"	"<r敵|てき>%sカウント<r以内撃破|いないげきは>ボーナス"	"Defeat Enemy in %s Count Bonus"
"BTL.BIN"	"0x1E5A90"	"1989264"	"17"	"0x1E5A90"	"34"	"17"	"<r体力|たいりょく>１００％ボーナス"	"100% Health Bonus"
"BTL.BIN"	"0x1E5AC0"	"1989312"	"20"	"0x1E5AC0"	"42"	"20"	"キャラクター<r組|く>み<r合|あ>わせボーナス"	"Character Pair Bonus"
"BTL.BIN"	"0x1E5AF0"	"1989360"	"31"	"0x1E5AF0"	"53"	"31"	"<r特殊連係攻撃|とくしゅれんけいこうげき>%sHitボーナス"	"Special Team Attack %sHit Bonus"
