id	enabled	display_context	source	donor	prefix	replacement	display_basis	source_ref	donor_ref	mode	capacity	transform	arguments	reference_refs	parent_mapping_id
T21	1	Battle or Practice Settings > label or running help	<r対戦|たいせん><r相手|あいて>の<r状態|じょうたい>を<r指定|してい>できます。ＣＯＭでは、コンピュータと<r対戦|たいせん>する<r事|こと>ができます。	You can battle against the computer when in COM mode.			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_BTL@0x20B170	NUN5_TEXTENG@0xFFE0	slot	160				
T22	1	Battle or Practice Settings > label or running help	<r対戦|たいせん><r相手|あいて>の<r状態|じょうたい>を<r指定|してい>できます。<r立|た>ちでは、<r立|た>った<r状態|じょうたい>で<r下記|かき>で<r指定|してい>した<r行動|こうどう>をします。	COM will make the following standing movements when in Stand mode.			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_BTL@0x20B210	NUN5_TEXTENG@0x10020	slot	192				
T23	1	Battle or Practice Settings > label or running help	<r対戦|たいせん><r相手|あいて>の<r状態|じょうたい>を<r指定|してい>できます。ジャンプでは、ジャンプしながら<r下記|かき>で<r指定|してい>した<r行動|こうどう>をします。	COM will make the following standing movements when in Jump mode.			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_BTL@0x20B2D0	NUN5_TEXTENG@0x10070	slot	176				
T24	1	Battle or Practice Settings > label or running help	<r対戦|たいせん><r相手|あいて>の<r状態|じょうたい>を<r指定|してい>できます。<r二段|にだん>ジャンプでは、<r二段|にだん>ジャンプしながら<r下記|かき>で<r指定|してい>した<r行動|こうどう>をします。	COM will make the following standing movements when in Jump mode.			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_BTL@0x20B380	NUN5_TEXTENG@0x10070	slot	208				
T25	1	Battle or Practice Settings > label or running help	対戦相手の設定	Opponent Settings			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_BTL@0x20B468	NUN5_TEXTENG@0xF920	slot	24				
T26	1	Battle or Practice Settings > label or running help	<r練習設定|れんしゅうせってい>をデフォルトに<r戻|もど>しました。	Practice settings returned to defaults.			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_BTL@0x20B4D0	NUN5_TEXTENG@0xF940	slot	72				
T27	1	Battle or Practice Settings > selector value	楽々	Simple			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_SLPS@0x505B48	NUN5_SLES@0x514218	slot	8				
T29	1	Battle or Practice Settings > selector value	激むず	Insane			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_SLPS@0x505B58	NUN5_SLES@0x514238	slot	8				
T30	1	Battle or Practice Settings > selector value	究極	Ultimate			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_SLPS@0x505B60	NUN5_TEXTENG@0xF208	slot	8			NA2_BTL@0x209CB4	
T31	1	Battle or Practice Settings > selector value	なし	None			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_SLPS@0x505B68	NUN5_SLES@0x514240	slot	8				
T32	1	Battle or Practice Settings > selector value	少なめ	Less			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_SLPS@0x505B70	NUN5_SLES@0x514248	slot	8				
T33	1	Battle or Practice Settings > selector value	多め	More			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_SLPS@0x505B78	NUN5_SLES@0x514250	slot	8				
T35	1	Battle or Practice Settings > selector value	回転	Turn			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_SLPS@0x505B98	NUN5_SLES@0x514278	slot	8				
T36	1	Battle or Practice Settings > selector value	連打	Combo			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_SLPS@0x505BA0	NUN5_SLES@0x4AFE80	slot	8				
T37	1	Battle or Practice Settings > selector value	オフ	OFF			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_SLPS@0x505BB0	NUN5_SLES@0x513E6C	slot	8				
T38	1	Battle or Practice Settings > selector value	オン	ON			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_SLPS@0x505BB8	NUN5_SLES@0x513E68	slot	8				
T39	1	Battle or Practice Settings > selector value	半分	Half			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_SLPS@0x505BC8	NUN5_SLES@0x514280	slot	8				
T40	1	Battle or Practice Settings > selector value	オート	Auto			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_SLPS@0x505BE0	NUN5_SLES@0x513F18	slot	8				
T41	1	Battle or Practice Settings > selector value	手動	Manual			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_SLPS@0x505BF0	NUN5_SLES@0x513F10	slot	8				
T42	1	Battle or Practice Settings > selector value	ＣＯＭ	COM			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_SLPS@0x505BF8	NUN5_SLES@0x514290	slot	8				
T43	1	Battle or Practice Settings > selector value	立ち	Stand			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_SLPS@0x505C00	NUN5_SLES@0x514298	slot	8				
T45	1	Battle or Practice Settings > selector value	単発	Single			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_SLPS@0x505C10	NUN5_SLES@0x5142A0	slot	8				
T46	1	Battle or Practice Settings > selector value	コンボ	Combo			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_SLPS@0x505C18	NUN5_SLES@0x4AFE80	slot	8				
T47	1	Battle or Practice Settings > selector value	忍術	Jutsu			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_SLPS@0x505C28	NUN5_SLES@0x5142A8	slot	8				
T48	1	Battle or Practice Settings > selector value	する	Use			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_SLPS@0x505C30	NUN5_SLES@0x51425B	slot	8				
T49	1	Battle or Practice Settings > selector value	追う	Follow			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_SLPS@0x505C40	NUN5_SLES@0x5142B8	slot	8				
T51	1	Battle or Practice Settings > selector value	体力	Health			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_SLPS@0x505CA0	NUN5_SLES@0x5142E0	slot	8				
T52	1	Battle or Practice Settings > selector value	状態	Status			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_SLPS@0x505CA8	NUN5_SLES@0x4AFF1D	slot	8				
T60	1	Battle pause menu > menu item	２Ｐコマンド<r表|ひょう>	2P Commands			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_BTL@0x208AA0	NUN5_TEXTENG@0x8A0	slot	32				
T65	1	Battle pause menu > quit or return confirmation	"を<r終了|しゅうりょう>しますが、よろしいですか？
<iconCANCEL>キャンセル"	Do you want to quit %1?			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_BTL@0x208D30	NUN5_TEXTENG@0xA00	slot	80	format_literal_arg1	arg1=Free Battle	NA2_BTL@0x208E48	
T83	1	Battle Results > Ninja Song objective or bonus	<r特殊|とくしゅ><r条件|じょうけん>を<r完遂|かんすい>すべし	Fulfill special objectives			seen:savestates-091-099	NA2_BTL@0x1E5880	NUN5_TEXTENG@0x10310	slot	64				
T87	1	Battle Results > Ninja Song objective or bonus	コンボ<r数|すう>%sHitボーナス	%1 hit combo bonus			seen:savestates-091-099	NA2_BTL@0x1E5980	NUN5_TEXTENG@0x103B0	slot	32				
T89	1	Battle Results > Ninja Song objective or bonus	<r背景破壊|はいけいはかい>ボーナス	Environment destruction bonus			seen:savestates-091-099	NA2_BTL@0x1E59D0	NUN5_TEXTENG@0x103F0	slot	48				
T90	1	Battle Results > Ninja Song objective or bonus	<r残影勝利|ざんえいしょうり>ボーナス	Shadowblur victory bonus			seen:savestates-091-099	NA2_BTL@0x1E5A00	NUN5_TEXTENG@0x10410	slot	48				
T91	1	Battle Results > Ninja Song objective or bonus	<r奥義|おうぎ>ボーナス	Ultimate Jutsu bonus			seen:savestates-091-099	NA2_BTL@0x1E5A30	NUN5_TEXTENG@0x10430	slot	32				
T92	1	Battle Results > Ninja Song objective or bonus	<r敵|てき>%sカウント<r以内撃破|いないげきは>ボーナス	Enemy defeated within %1 timer counts bonus			seen:savestates-091-099	NA2_BTL@0x1E5A50	NUN5_TEXTENG@0x10450	slot	64				
T93	1	Battle Results > Ninja Song objective or bonus	キャラクター<r組|く>み<r合|あ>わせボーナス	Character combination bonus			seen:savestates-091-099	NA2_BTL@0x1E5AC0	NUN5_TEXTENG@0x104A0	slot	48				
T94	1	Battle Results > Ninja Song objective or bonus	<r特殊連係攻撃|とくしゅれんけいこうげき>%sHitボーナス	%1 hit special linked attack bonus			seen:savestates-091-099	NA2_BTL@0x1E5AF0	NUN5_TEXTENG@0x104C0	slot	64				
T95	1	Battle Results > Ninja Song objective or bonus	<r連係忍術|れんけいにんじゅつ>%sHitボーナス	%1 hit linked Jutsu bonus			seen:savestates-091-099	NA2_BTL@0x1E5B30	NUN5_TEXTENG@0x104F0	slot	48				
T96	1	Battle Results > Ninja Song objective or bonus	<r連係奥義|れんけいおうぎ>%sHitボーナス	%1 hit linked Ultimate Jutsu bonus			seen:savestates-091-099	NA2_BTL@0x1E5B60	NUN5_TEXTENG@0x10510	slot	48				
T2191	1	Battle Results > Ninja Song objective or bonus	<r発|はつ>	times			seen:ss1-5-paired-Ninja-Song	NA2_BTL@0x1E5BB0	NUN5_SLES@0x514310	slot	16	empty			
T2192	1	Battle Results > Ninja Song objective or bonus	<r回|かい>	hits			seen:ss1-5-paired-Ninja-Song	NA2_BTL@0x1E5BA0	NUN5_SLES@0x514318	slot	16	empty			
T2193	1	Battle Results > Ninja Song objective or bonus	<r個|こ>	Destroy breakable objects			seen:ss1-5-paired-Ninja-Song	NA2_BTL@0x1E5BD0	NUN5_TEXTENG@0x102F0	slot	16	empty			
T415	1	Character Select > Linked Mode selector value	<r連係|れんけい>モード	Linked Mode			seen:replacement-pass-2-2026-07-26 paired screenshot	NA2_SLPS@0x4B4310	NUN5_TEXTENG@0x1E60	slot	24				
T416	1	Character Select > Linked Mode selector value	マニュアル	Manual			seen:replacement-pass-2-2026-07-26 paired screenshot	NA2_SLPS@0x4B4328	NUN5_SLES@0x513F10	slot	16				
T417	1	Character Select > Linked Mode selector value	オート	Auto			seen:replacement-pass-2-2026-07-26 paired screenshot	NA2_SLPS@0x504908	NUN5_SLES@0x513F18	slot	8				
T424	1	Character Select > return confirmation	タイトルに<r戻|もど>りますか？	Return to Title Screen?			inferred:character-select-return-table	NA2_SLPS@0x4B4260	NUN5_TEXTENG@0x1C90	slot	32				
T425	1	Character Select > return confirmation	<r任務|にんむ><r選択|せんたく>に<r戻|もど>りますか？	Return to Mission Select?			inferred:character-select-return-table	NA2_SLPS@0x4B4280	NUN5_TEXTENG@0x1E10	slot	64				
T426	1	Character Select > return confirmation	<r種目選択|しゅもくせんたく>に<r戻|もど>りますか？	Return to Event Select?			inferred:character-select-return-table	NA2_SLPS@0x4B42C0	NUN5_TEXTENG@0x1E30	slot	64				
T529	1	Collection > Characters > Diorama selector entry	ジオラマ	Diorama			character:figure-animation-identifier	NA2_ETC@0x25928	NUN5_ETC@0x28959	slot	28				
T2200	1	Collection > Movie list > locked title	？？？？？？	???			seen:ss7-paired-locked-Movie-entries	NA2_ETC@0x2E738	NUN5_SLES@0x513E48	slot	24				
T2210	1	Command Chart > character move name	<r忍犬口寄|にんけんくちよ>せ	Ninja Hound Summoning			character:command-record-index	NA2_SLPS@0x49C6E0	NUN5_TEXTENG@0x31E0	slot	32			
T2211	1	Command Chart > character move name	<r風魔特攻弾|ふうまとっこうだん>	Demon Wind Bomb			character:command-record-index	NA2_SLPS@0x49C700	NUN5_TEXTENG@0x7880	slot	48				
T1880	1	Command Chart > shared control name or help text	"ナルティメットアクセル<r独特|どくとく>の<r操作|そうさ>を
<r分|わ>かりやすく<r表示|ひょうじ>する<r為|ため>の<r機能|きのう>です。"	A feature to display the special controls for the game.			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_BTL@0x208E60	NUN5_TEXTENG@0xAC0	slot	128				
T1894	1	Command Chart > shared control name or help text	<r溜|た>め<r技|わざ>　<r弱|じゃく>	Charge-weak			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_BTL@0x2091D0	NUN5_TEXTENG@0xC18	slot	48				
T1895	1	Command Chart > shared control name or help text	<r溜|た>め<r技|わざ>　<r強|きょう>	Charge-strong			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_BTL@0x209200	NUN5_TEXTENG@0xC28	slot	48				
T1901	1	Command Chart > shared control name or help text	（ジャンプ<r中|ちゅう>）	(while jumping)			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_BTL@0x209330	NUN5_TEXTENG@0xD30	slot	32				
T1902	1	Command Chart > shared control name or help text	（<r相手|あいて>の<r前|まえ>で）	(in front of opponent)			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_BTL@0x209350	NUN5_TEXTENG@0xD40	slot	48				
T1903	1	Command Chart > shared control name or help text	（<r相手|あいて>の<r攻撃|こうげき>の<r当|あ>たる<r瞬間|しゅんかん>）	(right when getting hit)			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_BTL@0x2093B0	NUN5_TEXTENG@0xDB0	slot	80				
T1904	1	Command Chart > shared control name or help text	（<r投|な>げられた<r時|とき>、<r叩|たた>き<r付|つ>けられる<r瞬間|しゅんかん>）	(right when getting thrown/hit)			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_BTL@0x209400	NUN5_TEXTENG@0xDD0	slot	80				
T1905	1	Command Chart > shared control name or help text	（<r吹|ふ>っ<r飛|と>ばした<r方向|ほうこう>の<r方向|ほうこう>キー）	(directional button of the direction of your choice)			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_BTL@0x209450	NUN5_TEXTENG@0xDF0	slot	80				
T1906	1	Command Chart > shared control name or help text	（<r相手|あいて>の<r追|お>い<r討|う>ち<r攻撃|こうげき>が<r当|あ>たる<r瞬間|しゅんかん>）	(right when receiving an Extra Hit)			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_BTL@0x2094A0	NUN5_TEXTENG@0xE30	slot	96				
T1907	1	Command Chart > shared control name or help text	（<r地上|ちじょう>で）	(on ground)			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_BTL@0x209520	NUN5_TEXTENG@0xE58	slot	32				
T1908	1	Command Chart > shared control name or help text	（<r高速移動|こうそくいどう>の<r相殺中|そうさいちゅう>や<r攻撃|こうげき>の<r相殺中|そうさいちゅう>）	(High Speed Move and attack are cancelled out)			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_BTL@0x209540	NUN5_TEXTENG@0xE70	slot	112				
T1909	1	Command Chart > shared control name or help text	（マニュアル：<r出現後|しゅつげんご>もう<r一度|いちど><r押|お>すと<r攻撃|こうげき>）	(Manual: Press again after move to attack)			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_BTL@0x2095B0	NUN5_TEXTENG@0xEA0	slot	96				
T1927	1	Command Chart > shared move qualifier or help text	<r後側方向|うしろがわほうこう>キー	directional button in the opposite direction to that you are facing			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_BTL@0x209380	NUN5_TEXTENG@0xD60	slot	48			NA2_BTL@0x209618	
T1928	1	Command Chart > shared move qualifier or help text	（しばらく<r押|お>す）	(Hold)			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_BTL@0x209500	NUN5_SLES@0x513EB8	slot	32				
T1931	1	Command Chart > shared move qualifier or help text	または	or			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_SLPS@0x505B08	NUN5_SLES@0x513EC0	slot	8				
T1933	1	Game Mode Select > return confirmation	タイトル<r画面|がめん>に<r戻|もど>りますか？	Return to Title Screen?			seen:replacement-pass-2-2026-07-26 paired screenshot	NA2_SLPS@0x4B1E00	NUN5_TEXTENG@0x1C90	slot	48				
T1935	1	Game Mode Select > running help	<color00FFFF>フリーバトル<colorFFFFFF>では<r好|す>きなキャラクターを<r使|つか>って<r自由|じゆう>に<r闘|たたか>うことができます。	<color00FFFF>Free Battle<WHITE> allows you to use any character to fight how you like.			seen:tid-pass-2026-07-26 paired screenshot	NA2_SLPS@0x4B1AA0	NUN5_TEXTENG@0x1A90	slot	144				
T1936	1	Game Mode Select > running help	<color00FFFF>プラクティス<colorFFFFFF>では<r基本操作|きほんそうさ>など、<r戦闘|せんとう>に<r関|かん>する<r様々|さまざま>な<r練習|れんしゅう>を<r行|おこな>うことができます。	<color00FFFF>Practice<WHITE> lets you practice basic controls and other battle-related training.			seen:tid-pass-2026-07-26 paired screenshot	NA2_SLPS@0x4B1B30	NUN5_TEXTENG@0x1AF0	slot	176				
T1939	1	Game Mode Select > running help	<color00FFFF>オプション<colorFFFFFF>では<r各種|かくしゅ><r設定|せってい>の<r変更|へんこう>を<r行|おこな>うことができます。	Change various game settings.			seen:tid-pass-2026-07-26 paired screenshot	NA2_SLPS@0x4B1D60	NUN5_TEXTENG@0x1C50	slot	128				
T1940	1	Options > Audio or Difficulty Settings > help or reset result	ＢＧＭ、ＳＥ、<r音声|おんせい>を<r含|ふく>む<r音量全体|おんりょうぜんたい>を<r変更|へんこう>します。	Change the music, SFX and voice volume.			seen:tid-pass-2026-07-26 paired screenshot	NA2_SLPS@0x4B2860	NUN5_TEXTENG@0x1030	slot	112				
T1941	1	Options > Audio or Difficulty Settings > help or reset result	<r方向|ほうこう>キー<r左右|さゆう>で<r出力|しゅつりょく>モードをステレオ・モノラルのいずれかに<r設定|せってい>します。	Press the left directional button or right directional button to set to stereo or mono.			seen:tid-pass-2026-07-26 paired screenshot	NA2_SLPS@0x4B28D0	NUN5_TEXTENG@0x1060	slot	128				
T1942	1	Options > Audio or Difficulty Settings > help or reset result	<r音響設定|おんきょうせってい>をデフォルトに<r戻|もど>しました。	Reset audio settings to default.			seen:tid-pass-2026-07-26 paired screenshot	NA2_SLPS@0x4B2950	NUN5_TEXTENG@0x10C0	slot	72				
T1943	1	Options > Audio or Difficulty Settings > help or reset result	<r難易度|なんいど>をデフォルトに<r戻|もど>しました。	Difficulty set to default.			seen:savestates-015-024	NA2_SLPS@0x4B2BB0	NUN5_TEXTENG@0x1200	slot	64				
T1944	1	Options > category help or reset result	<color00FFFF>フリーバトル<colorFFFFFF>と<color00FFFF>プラクティス<colorFFFFFF>でのＣＯＭの<r強|つよ>さを<r設定|せってい>できます。	<WHITE>Set the Com strength for when in the<color00FFFF> Free Battle <WHITE>and <color00FFFF>Practice.			seen:tid-pass-2026-07-26 paired screenshot	NA2_SLPS@0x4b2a10	NUN5_TEXTENG@0x1100	slot	144				
T1945	1	Options > category help or reset result	ボタン<r操作|そうさ>の<r割|わ>り<r振|ふ>りができます。	Assign button controls.			seen:tid-pass-2026-07-26 paired screenshot	NA2_SLPS@0x4b2aa0	NUN5_TEXTENG@0x1170	slot	64				
T1946	1	Options > category help or reset result	<r音量|おんりょう>や<r音|おと>の<r出力設定|しゅつりょくせってい>ができます。	Change volume and audio output settings.			seen:tid-pass-2026-07-26 paired screenshot	NA2_SLPS@0x4b2ae0	NUN5_TEXTENG@0x1190	slot	80				
T1947	1	Options > category help or reset result	<r画面|がめん>の<r位置|いち>の<r調整|ちょうせい>ができます。	Adjust screen position.			seen:tid-pass-2026-07-26 paired screenshot	NA2_SLPS@0x4b2b30	NUN5_TEXTENG@0x11c0	slot	64				
T1948	1	Options > category help or reset result	<r難易度|なんいど>をデフォルトに<r戻|もど>します。	Return to default difficulty.			seen:tid-pass-2026-07-26 paired screenshot	NA2_SLPS@0x4b2b70	NUN5_TEXTENG@0x11e0	slot	64				
T1958	1	Options > Control Settings > instructions or reset result	<r変更|へんこう>したいボタン・<r項目|こうもく>を<iconOK>ボタンで<r選択|せんたく>し、<r方向|ほうこう>キー<r左右|さゆう>で<r操作|そうさ>を<r変更|へんこう>してください。	Press <iconOK> to select the button/item to change. Press the left directional button or right directional button to change controls.			seen:tid-pass-2026-07-26 paired screenshot	NA2_SLPS@0x4B2230	NUN5_TEXTENG@0x1240	slot	176				
T1959	1	Options > Control Settings > instructions or reset result	１Ｐの<r操作設定|そうさせってい>をデフォルトに<r戻|もど>しました。	1P controls restored to defaults.			seen:tid-pass-2026-07-26 paired screenshot	NA2_SLPS@0x4B22E0	NUN5_TEXTENG@0x12D0	slot	80				
T1960	1	Options > Control Settings > instructions or reset result	２Ｐの<r操作設定|そうさせってい>をデフォルトに<r戻|もど>しました。	2P controls restored to defaults.			inferred:control-settings-sibling-table	NA2_SLPS@0x4B2330	NUN5_TEXTENG@0x1300	slot	80				
T1961	1	Practice Settings > label or running help	案内忍音声	Guide Ninja Sound			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_BTL@0x20A788	NUN5_TEXTENG@0xF8D0	slot	16			NA2_BTL@0x20A7E0	
T1964	1	Practice Settings > label or running help	<r方向|ほうこう>キー<r左右|さゆう>でプレイヤーの<r体力|たいりょく>の<r状態|じょうたい>を<r設定|せってい>することができます。	Press the left directional button or right directional button to set players' Health.			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_BTL@0x20A810	NUN5_TEXTENG@0xF9C0	slot	128				
T1965	1	Practice Settings > label or running help	<r方向|ほうこう>キー<r左右|さゆう>でチャクラが<r減|へ>るか<r減|へ>らないかを<r設定|せってい>できます。	Press the left directional button or right directional button to choose whether Chakra decreases or not when using Jutsu.			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_BTL@0x20A890	NUN5_TEXTENG@0xFA20	slot	112			NA2_BTL@0x20B074	
T1966	1	Practice Settings > label or running help	<r方向|ほうこう>キー<r左右|さゆう>でプレイヤーの<r連係|れんけい>ゲージの<r溜|た>まり<r方|かた>を<r設定|せってい>することができます。	Press the left directional button or right directional button to set how player's Link Gauge charges.			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_BTL@0x20A900	NUN5_TEXTENG@0xFAA0	slot	144				
T1967	1	Practice Settings > label or running help	<r方向|ほうこう>キー<r左右|さゆう>で<r連係|れんけい>の<r発動|はつどう>の<r仕方|しかた>を<r設定|せってい>することができます。	Press the left directional button or right directional button to determine how Linked moves are activated.			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_BTL@0x20A990	NUN5_TEXTENG@0xFB10	slot	128				
T1968	1	Practice Settings > label or running help	<r方向|ほうこう>キー<r左右|さゆう>でアイテムの<r出現頻度|しゅつげんひんど>を<r設定|せってい>できます。	Press the left directional button or right directional button to determine how often items appear.			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_BTL@0x20AA10	NUN5_TEXTENG@0xFB80	slot	112				
T1969	1	Practice Settings > label or running help	<r方向|ほうこう>キー<r左右|さゆう>でコマンドの<r表示|ひょうじ>をするか、しないかの<r設定|せってい>ができます。	Press the left directional button or right directional button to set whether to display commands.			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_BTL@0x20AA80	NUN5_TEXTENG@0xFBF0	slot	112				
T1970	1	Practice Settings > label or running help	<r方向|ほうこう>キー<r左右|さゆう>で<r相手|あいて>に<r対|たい>するダメージ<r量|りょう>の<r表示|ひょうじ>をするか、しないかの<r設定|せってい>ができます。	Press the left directional button or right directional button to determine whether the damage inflicted is displayed for the opponent.			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_BTL@0x20AAF0	NUN5_TEXTENG@0xFC60	slot	160				
T1971	1	Practice Settings > label or running help	<r方向|ほうこう>キー<r左右|さゆう>でプラクティス<r中|ちゅう>の<r案内忍音声|あんないにんおんせい>の<r設定|せってい>をすることができます。	Press the left directional button or right directional button to set Guide Ninja Sound settings for practice.			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_BTL@0x20AB90	NUN5_TEXTENG@0xFCF0	slot	144				
T1972	1	Practice Settings > label or running help	<r状態|じょうたい>が「ＣＯＭ」に<r設定|せってい>されている<r時|とき>の<r強|つよ>さを<r指定|してい>できます。	Set strength for when in COM mode.			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_BTL@0x20AC20	NUN5_TEXTENG@0xFD60	slot	112				
