edit_id	patch_id	order	target_id	offset	expected_hex	replacement_hex	relocation_offset	symbol	encoding	addend	reason
font_layout_global_selected_style_10	font_layout_global_selected_style	100	na2_elf	0xE7010	74080E0C00000000	0000000000000000	0	localization.font.v2.global_selected_record_draw	jal26	0	Apply the shared selected-record formula to the second branch of the reusable save/load Yes/No prompt.
font_layout_controls_01	font_layout_controls	10	na2_elf	0x288848	90E40D0C00000000	0000000000000000	0	localization.font.v2.controls_adapter	jal26	0	Replace the shared first-eight-label Controls draw call with the v2 128-unit boxed adapter.
font_layout_titles_01	font_layout_titles	10	na2_btl	0x1C6A28	C4080E0C00000000	0000000000000000	0	localization.font.v2.command_title_entry	jal26	0	Route only the Command Chart title draw through the shared v2 title adapter; the two following auxiliary-string draws remain native.
font_layout_titles_02	font_layout_titles	20	na2_btl	0x1C4B98	C4080E0C00000000	0000000000000000	0	localization.font.v2.practice_title_entry	jal26	0	Route only the Practice command-title draw through the shared v2 title adapter; the later explanation loop remains native.
font_layout_command_relationships_01	font_layout_command_relationships	10	na2_btl	0x1C6A70	C4080E0C00000000	0000000000000000	0	localization.font.v2.command_relationship_adapter	jal26	0	Route the first exact Command Chart auxiliary draw through the live-register shim; generated C resolves record bytes +4/+5, combines both strings, wraps them in the final 226x32 family box, and retains the native style and row object.
font_layout_command_relationships_02	font_layout_command_relationships	20	na2_btl	0x1C6ACC	A041023C00008244	0000000000000000	0	localization.font.v2.command_icon_offset_adapter	jal26	0	Replace only the native fixed +20 icon-row offset load with a row-aware C offset: +16 after a relationship row and +38 when the row has no relationship, matching the NUN5 homolog while retaining both native icon branches.
font_layout_pause_controls_01	font_layout_pause_controls	10	na2_btl	0x1C97D8	1C090E0C00000000	0000000000000000	0	localization.font.v2.pause_list_adapter	jal26	0	Route only the Pause Controls list-row draw through the v2 216-unit shrink-only adapter with the retained four-unit NUN5 Y correction.
font_layout_pause_controls_02	font_layout_pause_controls	20	na2_btl	0x1C9794	E8090E0C00000000	0000000000000000	0	localization.font.v2.pause_list_selected_adapter	jal26	0	Route the selected Pause Controls row through the same 216-unit shrink-only box, retaining its native red style while compensating the selected helper by two X units and the shared NUN5 Y correction.
font_layout_quit_confirmation_01	font_layout_quit_confirmation	10	na2_btl	0x1C4048	800D0E0C00000000	0000000000000000	0	localization.font.v2.quit_choices_scope	jal26	0	Publish the transient ss4 scope only around the native Battle quit Yes/No list draw.
font_layout_quit_confirmation_02	font_layout_quit_confirmation	20	na2_btl	0x1C407C	6C090E0C00000000	0000000000000000	0	localization.font.v2.quit_body_adapter	jal26	0	Copy and wrap the exact ss4 confirmation body at draw time without changing canonical mappings or the source buffer.
font_layout_quit_confirmation_03	font_layout_quit_confirmation	30	na2_elf	0x283914	54E40D0C00000000	0000000000000000	0	localization.font.v2.quit_selected_adapter	jal26	0	Map selected Yes or No while the exact ss4 scope is active, or the exact Special Controls ON pointer outside it; every other selected row remains native.
font_layout_quit_confirmation_04	font_layout_quit_confirmation	40	na2_elf	0x283A60	88E60D0C00000000	0000000000000000	0	localization.font.v2.quit_unselected_adapter	jal26	0	Temporarily map unselected Yes or No while the exact ss4 scope is active, or the exact Special Controls OFF pointer outside it, then restore native coordinates.
font_layout_mode_select_confirmation_01	font_layout_mode_select_confirmation	10	na2_elf	0x285E98	800D0E0C00000000	0000000000000000	0	localization.font.v2.quit_choices_scope	jal26	0	Publish the existing C-owned Yes/No scope only around the live Mode Select Return to Title Screen confirmation list.
font_layout_mode_select_confirmation_02	font_layout_mode_select_confirmation	20	na2_elf	0x285E68	6C090E0C00000000	0000000000000000	0	localization.font.v2.collection_body_adapter	jal26	0	Route the dedicated Return to Title Screen body call through the shared native body adapter; exact text selects the Mode Select 420x40 box at local (24,12) without publishing Collection choice scope.
font_layout_character_select_modal_01	font_layout_character_select_modal	10	na2_elf	0x2BC984	84090E0C00000000	0000000000000000	0	localization.font.v2.character_selected_adapter	jal26	0	Route the selected five-row modal entry through the shared 240-unit metric session; only its structural fifth-row footer receives the selected helper's two-unit Y correction.
font_layout_character_select_modal_02	font_layout_character_select_modal	20	na2_elf	0x2BCB54	C4080E0C00000000	0000000000000000	0	localization.font.v2.character_confirmation_body_adapter	jal26	0	Route only the Character Select return-confirmation body through the C-owned NUN5 368x24 secondary-renderer box; the Yes/No selector and every other main-ELF body caller remain native.
font_layout_character_select_modal_03	font_layout_character_select_modal	30	na2_elf	0x2BCAAC	800D0E0C00000000	0000000000000000	0	localization.font.v2.character_choices_scope	jal26	0	Publish a Character-only confirmation scope around its Yes/No list so both draw states receive the container's shared one-pixel Y correction without changing Mode Select or Collection.
font_layout_character_select_modal_04	font_layout_character_select_modal	40	na2_elf	0x2BC9BC	1C090E0C00000000	0000000000000000	0	localization.font.v2.character_unselected_adapter	jal26	0	Route ordinary five-row modal entries through the same 240-unit metric session while preserving every native Y, including the structural fifth-row footer.
font_layout_collection_confirmation_01	font_layout_collection_confirmation	10	na2_etc	0x12680	6C090E0C00000000	0000000000000000	0	localization.font.v2.collection_body_adapter	jal26	0	Route the first Collection exit-confirmation body call through its C-owned native-scale 400x60 body box at (24.8,12).
font_layout_collection_confirmation_02	font_layout_collection_confirmation	20	na2_etc	0x126A0	800D0E0C00000000	0000000000000000	0	localization.font.v2.quit_choices_scope	jal26	0	Publish the existing C-owned NUN5 Yes/No coordinate scope only around the Collection exit-confirmation list; every other ETC list caller remains native.
font_layout_collection_confirmation_03	font_layout_collection_confirmation	30	na2_etc	0x148C8	6C090E0C00000000	0000000000000000	0	localization.font.v2.collection_body_adapter	jal26	0	Route the Collection render-state body call that produces the visible exit-confirmation prompt through the same C-owned body adapter.
font_layout_collection_lists_01	font_layout_collection_lists	10	na2_etc	0xFD8	10E40D0C00000000	0000000000000000	0	localization.font.v2.collection_list_entry	jal26	0	Route the shared Collection row draw through one native-X classifier: Figure rows use the retained 152x32 box, every other target list uses the retained 192x32 box, companion lists stay native, and fitting one-line rows retain the native glyph draw at family X +1.2 and Y -4.0.
font_layout_collection_lists_02	font_layout_collection_lists	20	na2_etc	0x7640	90E40D0C00000000	0000000000000000	0	localization.font.v2.collection_figure_music_header_adapter	jal26	0	Move every Figure character header through the shared Figure/Music origin formula without changing its text, style, scale, or renderer.
font_layout_collection_lists_03	font_layout_collection_lists	30	na2_etc	0xD4B4	90E40D0C00000000	0000000000000000	0	localization.font.v2.collection_jutsu_header_adapter	jal26	0	Move every ordinary or legacy Ultimate Jutsu plaque through the one shared parent-record origin formula; the unrelated child/VCR text call at 0xA31C remains native.
font_layout_collection_lists_04	font_layout_collection_lists	40	na2_etc	0xF2B8	90E40D0C00000000	0000000000000000	0	localization.font.v2.collection_figure_music_header_adapter	jal26	0	Move every character-specific Music header through the shared Figure/Music origin formula without changing its text, style, scale, or renderer.
font_layout_jutsu_selector_01	font_layout_jutsu_selector	10	na2_btl	0x90DC	5020060C00000000	0000000000000000	0	localization.font.v2.jutsu_draw_entry	jal26	0	Route only the final visible Jutsu-row text draw through the selective C entry: fitting rows use the scale-1.0 family session and one-line origin, while measured overflow uses the 186x32 compositor; row construction, sprites, colors, and every unrelated BTL draw remain native.
font_layout_special_controls_body_01	font_layout_special_controls_body	10	na2_btl	0x1C3D38	6C090E0C00000000	0000000000000000	0	localization.font.v2.special_controls_body_adapter	jal26	0	Copy and wrap only the exact ss1 Special Controls explanatory body at draw time without changing the canonical source string or shared UI wrapper.
font_layout_practice_explanations_01	font_layout_practice_explanations	10	na2_btl	0x1C4BA0	0042023C00A882440000000000AD16462D8800008400001000000000	2128000206B300464804868E00000000212080028900001000000000	0xC	localization.font.v2.practice_adapter	jal26	0	Route every Practice explanation row through one bounded NUN5-equivalent mixed text/icon wrapping call and skip the superseded per-token loop.
font_numeric_ninja_song_01	font_numeric_ninja_song	10	na2_btl	0x64B28	44E10D0C	00000000	0	localization.font.ninja_song_ascii_number	jal26	0	Render the left Ninja Song arithmetic factor as right-aligned ASCII width 3.
font_numeric_ninja_song_02	font_numeric_ninja_song	20	na2_btl	0x64BA8	44E10D0C	00000000	0	localization.font.ninja_song_ascii_number	jal26	0	Render the right Ninja Song arithmetic factor as right-aligned ASCII width 3.
font_numeric_ninja_song_03	font_numeric_ninja_song	30	na2_btl	0x64CE4	44E10D0C	00000000	0	localization.font.ninja_song_ascii_number	jal26	0	Render the Ninja Song arithmetic total as right-aligned ASCII width 5.
font_numeric_ninja_song_04	font_numeric_ninja_song	40	na2_btl	0x64E4C	44E10D0C	00000000	0	localization.font.ninja_song_ascii_number	jal26	0	Render the Ninja Song label placeholder as unpadded ASCII decimal.
font_numeric_ninja_song_05	font_numeric_ninja_song	50	na2_btl	0x64ED4	44E10D0C	00000000	0	localization.font.ninja_song_ascii_number	jal26	0	Render the Ninja Song detail score as right-aligned ASCII width 4.
font_numeric_save_load_01	font_numeric_save_load	10	na2_elf	0xE660C	0E0065942D200000040006249000A7270100082444E10D0C00000000	2D2060009000A52700000000000000002DB040000000000000000000	0x8	localization.font.save_load_day	jal26	0	Call the EU-day C formatter and resume the native function before preserving the returned year in s6.
font_numeric_save_load_02	font_numeric_save_load	20	na2_elf	0xE6650	2D2000002D282002020006249000A7272D40C00044E10D0C00000000	2D2020029000A5270000000000000000000000000000000000000000	0x8	localization.font.save_load_two	jal26	0	Call the shared C two-digit month formatter and resume the native function.
font_numeric_save_load_03	font_numeric_save_load	30	na2_elf	0xE6694	2D2000002D28A002020006249000A7272D40C00044E10D0C00000000	2D20C0029000A5270000000000000000000000000000000000000000	0x8	localization.font.save_load_year	jal26	0	Call the C four-digit year formatter and resume the native function.
font_numeric_save_load_04	font_numeric_save_load	40	na2_elf	0xE67A4	2D2000002D28A002030006249000A7270200082444E10D0C00000000	2D20A0029000A5270000000000000000000000000000000000000000	0x8	localization.font.save_load_hour	jal26	0	Call the accepted signed 99-hour C formatter and resume the native function.
font_numeric_save_load_05	font_numeric_save_load	50	na2_elf	0xE67E8	2D2000002D282002020006249000A7272D40C00044E10D0C00000000	2D2020029000A5270000000000000000000000000000000000000000	0x8	localization.font.save_load_two	jal26	0	Call the shared C two-digit minute formatter and resume the native function.
font_numeric_save_load_06	font_numeric_save_load	60	na2_elf	0xE682C	2D2000002D28C002020006249000A7272D40C00044E10D0C00000000	2D20C0029000A5270000000000000000000000000000000000000000	0x8	localization.font.save_load_two	jal26	0	Call the shared C two-digit second formatter and resume the native function.
font_numeric_battle_settings_01	font_numeric_battle_settings	10	na2_btl	0x1CC3D8	2D200000030006246000A7270100082444E10D0C00000000	2D20A0006000A52700000000000000000000000000000000	0x8	localization.font.battle_settings_time	jal26	0	Call the ordinary Battle Settings Time C formatter and resume the native function while preserving the separate 100/infinity branch.
font_layout_settings_rows_01	font_layout_settings_rows	10	na2_btl	0x1CC368	10E40D0C00000000	0000000000000000	0	localization.font.v2.battle_settings_label_adapter	jal26	0	Route the exact Battle Settings label draw through the NUN5 92x158 box.
font_layout_settings_rows_02	font_layout_settings_rows	20	na2_btl	0x1CC424	90E40D0C00000000	0000000000000000	0	localization.font.v2.battle_settings_value_adapter	jal26	0	Route the ordinary Battle Settings value draw through the centered token-or-phrase template with the Battle-only raster phase.
font_layout_settings_rows_03	font_layout_settings_rows	30	na2_btl	0x1CC598	90E40D0C00000000	0000000000000000	0	localization.font.v2.battle_settings_value_adapter	jal26	0	Route the alternate Battle Settings value branch through the same Battle-only structural value template.
font_layout_settings_rows_04	font_layout_settings_rows	40	na2_btl	0x1CE528	F4E30D0C00000000	0000000000000000	0	localization.font.v2.practice_settings_heading_adapter	jal26	0	Route the Practice Settings section heading through the NUN5 84x158 box.
font_layout_settings_rows_05	font_layout_settings_rows	50	na2_btl	0x1CE56C	10E40D0C00000000	0000000000000000	0	localization.font.v2.practice_settings_label_adapter	jal26	0	Route each Practice Settings label through the NUN5 92x150 box.
font_layout_settings_rows_06	font_layout_settings_rows	60	na2_btl	0x1CE5D4	90E40D0C00000000	0000000000000000	0	localization.font.v2.settings_value_adapter	jal26	0	Route each Practice Settings value through the same centered token-or-phrase value template.
font_layout_save_confirmation_01	font_layout_save_confirmation	10	na2_elf	0xE6F8C	4419060C00000000	000000002D30A003	0	localization.font.v2.save_choices_prepare	jal26	0	Preserve the native renderer initializer while passing the caller stack to one shared Save/overwrite/return-title choice adapter that positions both stack-local records without changing either label.
font_layout_ninja_song_details_01	font_layout_ninja_song_details	10	na2_btl	0x64A60	A0FFBD273000BFFF2000B17F1000B07F0400B5E70000B4E72D88A000	A0FFBD273000BFFF00000000000000003000BFDF0800E0036000BD27	0x8	localization.font.v2.ninja_arithmetic_template	jal26	0	Replace the shared data-driven Ninja Song arithmetic function once so its native row data and branches render all fifteen formula rows through the NUN5 layout template.
font_layout_ninja_song_details_02	font_layout_ninja_song_details	20	na2_btl	0x64630	80CA848F0A00052401000624B01A060C00000000A042023C0060824480CA848F46A30046C019060C00000000801813008A00023CE09342242110430080CA848F0000458C5020060C0000000080CA848F0F00052401000624B01A060C0000000080CA848F8A00023C9C9A458C5020060C000000000000428E80CA848F0800458C5020060C00000000	2D2020022D2840022D30600200A00744000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	0x10	localization.font.v2.ninja_objective_row_adapter	jal26	0	Replace the visible numbered-objective row block once, independently positioning its existing index and marker and wrapping its existing prose through the NUN5 288x32 two-line box without modifying any string bytes.
font_layout_linked_mode_modal_01	font_layout_linked_mode_modal	10	na2_elf	0x2B91DC	84090E0C00000000	0000000000000000	0	localization.font.v2.linked_choice_selected_adapter	jal26	0	Route every selected Linked Mode choice through one centered 1.05 horizontal-scale session, supply the native red selected color, and preserve its text and structural row formula.
font_layout_linked_mode_modal_02	font_layout_linked_mode_modal	20	na2_elf	0x2B91FC	1C090E0C00000000	0000000000000000	0	localization.font.v2.linked_choice_unselected_adapter	jal26	0	Route every ordinary Linked Mode choice through the same centered 1.05 horizontal-scale session; Manual and Auto share the renderer unchanged.
