container_id	strategy	replacement_sha256	payload_sha256	reason
mode1_cyb	mapped	28B4DE0D3AF2A0832C19E1068F604DA3E22F5A1B0D0E57D815B8EC4365147DA2	227989B51A85E24B627E73FECD9273DD9A8F56B976192FB802953CAE2296B8C4	Import only official English ordinary-awakening labels; preserve every unrelated NA2 visual and the target CCS structure.
mode1_ddr	mapped	F8EC97E5D368F1C0C8148B9728795F472978CA30DC854D615F4637024523C465	18A7A9F91668C47508EF021A0F0681DF71614EE48588663E3B95D6A1DB6696DA	Import only official English ordinary-awakening labels; preserve every unrelated NA2 visual and the target CCS structure.
mode1_fir	mapped	60771FA4F63C8CC2A44609F1438280D4020897BCA2EC1DE967DA6AE0E0DC335B	BED8A420851EEE5037E0451C5286358C37BD6E66C839BF672F80FA3BF226C0CC	Import only official English ordinary-awakening labels; preserve every unrelated NA2 visual and the target CCS structure.
mode1_fou	mapped	08A20559D1049374C270353C91E2EA2B8F5F06313D474E24C636BA27E90D868E	02936D9A37F8151250FF30D0EB779A3373C8FDE2ED8842C3330CEE59D99A3255	Import only official English ordinary-awakening labels; preserve every unrelated NA2 visual and the target CCS structure.
mode1_gaw	mapped	6816115313E3607288816B852F1BF8F1DAD0115EF37B5710996504445F4B73BB	581F3E82B97E36FFEDFE5C1F163B7B7C8D6A3F8D8CD3C064F84E35DA5D91BBB4	Import only official English ordinary-awakening labels; preserve every unrelated NA2 visual and the target CCS structure.
mode1_guw	mapped	CE2BEABE3A12BA510952735CF2FCD46A1D4DC861334176E9D3F9075539307F58	AC288C8C458F5EF475920091044790F2152D7E5B7DD764963ED16CD32ED721D3	Import only official English ordinary-awakening labels; preserve every unrelated NA2 visual and the target CCS structure.
mode1_hak	mapped	ECB14A74B2A433BA9FCCBCF131F8C916C710A438DA89D3BA9EC79A9EDAC47B43	CF2CE3EC6744537122781A18AAD054202CB2A0D922FDDCB8285DD50ABD6B7EEE	Import only official English ordinary-awakening labels; preserve every unrelated NA2 visual and the target CCS structure.
mode1_hkg	mapped	A54908EA979726FFE2B58D4806B31EBC37346F56E947ACF0D374CF84E65F0DAC	ECAE9D5B994AB5522E9A4212E8C5CF61600646B9C0C63B7C352CFFC74273829B	Import only official English ordinary-awakening labels; preserve every unrelated NA2 visual and the target CCS structure.
mode1_hnb	mapped	1654F102504FD874F8AD88E2A680B70EF12D8D321CFCD46160CABE88F0A47129	E8BB50E2B04DFF94FFC95CA6A64C9D776CF115B324B071E0BA2911354378593D	Import only official English ordinary-awakening labels; preserve every unrelated NA2 visual and the target CCS structure.
mode1_hnt	mapped	84C391E0002838C5ECD823AC8191CB82E443B37EA0042978BC13E935A9E2084B	B43B579FABB3A480AFA820FF63D8FCF1A0756F3221C3BD6731EA53D866DC2085	Import only official English ordinary-awakening labels; preserve every unrelated NA2 visual and the target CCS structure.
mode1_hnw	mapped	9D63F4848DFCCF287E9A34CBC26922A1DADE57F1E1BEBB15B1EA097F16449242	F26DC5BB5842D12B14CDF7506ADF08D2AD41903C1C3D485F75A31D1F2DA7949E	Import only official English ordinary-awakening labels; preserve every unrelated NA2 visual and the target CCS structure.
mode1_ino	mapped	30A0FC6F5FE41E8385C4B88D024DED4CC38C9E7C4B68F17C3E369B8634AB5C83	2BD8127CFCB8A432DA06FE742BB344AF900A2F0251E76F9614038ED8E4135A5C	Import only official English ordinary-awakening labels; preserve every unrelated NA2 visual and the target CCS structure.
mode1_inw	mapped	B8DF3182EE093E93D8F77BBEFEE9D87A09ECEA5DC14275F2CBD4950A04403650	38F3183D0A9395776ACD436F80016E20AE4DF1B6CE5A3815EC8685D99537767A	Import only official English ordinary-awakening labels; preserve every unrelated NA2 visual and the target CCS structure.
mode1_itw	mapped	B837BBFF7D6016D543BC7DEDDBBF176D143BEABFEA698486556BC6BBC87243D2	436DCAAF7B1627EC793C7A8AE45981EA2D9CF03048BDEEEC1708D828EEBB8876	Import only official English ordinary-awakening labels; preserve every unrelated NA2 visual and the target CCS structure.
mode1_jrb	mapped	5ADA3765F8CC81F1E193D91E3DA0991E2C0AF9B6E7F31CF10478E84801862C6C	BDDB454C63FD38AC56013834C6B1056579FB25AFA3E1251A8A935DC459C5D957	Import only official English ordinary-awakening labels; preserve every unrelated NA2 visual and the target CCS structure.
mode1_jrw	mapped	D94554B0444A718FD94B3C1B92A3B69FA398283A75EB84F9A159300F79EDB177	317CCEB190F3328A970393D29161943DC0B227DC134E9D9A1EC27AC741682B9E	Import only official English ordinary-awakening labels; preserve every unrelated NA2 visual and the target CCS structure.
mode1_kbw	mapped	23005CA1B3D556DFB8D3257B2A244E8E485500B499E67C69653229DE35DCB81B	AD6C5732DC345878120A1396090646376744AF56B66F54D24466A11DCD945450	Import only official English ordinary-awakening labels; preserve every unrelated NA2 visual and the target CCS structure.
mode1_kdm	mapped	E267289820464D9917520F90CA2BB254298CB30760E1FA2D20C1D2333D0C69D1	D5DC6780F7E15AD35B50E4F7D83F579D22A7AFECDCA0E06450B5F7E78802532C	Import only official English ordinary-awakening labels; preserve every unrelated NA2 visual and the target CCS structure.
mode1_khm	mapped	0526500D543B2A4BE0C2A21303B22355F8B56EAB94318BCC334A8B96FFB4FAAB	12A6C454EB72346513005B97B83540F223F8E4EBEBC79D3F96E2AF416A43FDCE	Import only official English ordinary-awakening labels; preserve every unrelated NA2 visual and the target CCS structure.
mode1_kib	mapped	52AC1D851D681270E24E1DACD403F3B078D4B67BEEF50EA98C1A53037D8BD1C1	05D74A7AEFFA1FA5F722F018EE15B309DAECB1A1A0856087E1F45CE053526A57	Import only official English ordinary-awakening labels; preserve every unrelated NA2 visual and the target CCS structure.
mode1_kiw	mapped	4B6D9BAAE5E32F817610F07226FFE5CC4704B4153F85D89D1B534744B6E548A1	AB9174A7802A4AD5482EF3B73B273E478E164A9F0B8063B483EC5B7F73F7F6C5	Import only official English ordinary-awakening labels; preserve every unrelated NA2 visual and the target CCS structure.
mode1_kkw	mapped	F47B65F452977B10A5E0D7695B5A4BC12F58B69FEF02B7ACD515EE397DB1B2B5	6BA44ED8C35F9F14AF2DE4FCEC7A6C9F305ED67D0BA005BBC7C2521D395BB41B	Import only official English ordinary-awakening labels; preserve every unrelated NA2 visual and the target CCS structure.
mode1_kmm	mapped	313174F08B749A3E94CA7970B571B661791716F760B291194EF7C7B45169BE53	7C86259BDB105527D477138E46B9B3536B9ADC3C5BCC72B88F874A91C7B26FC2	Import only official English ordinary-awakening labels; preserve every unrelated NA2 visual and the target CCS structure.
mode1_knk	mapped	1F8F800C59BCDAE2A0401FD950EAA9B0848505EBCC8F7E5D659F82931089D438	9338AE1BEA50F1F71FC658AE6146116012A67539582015FEADC648A4E26B625F	Import only official English ordinary-awakening labels; preserve every unrelated NA2 visual and the target CCS structure.
mode1_knw	mapped	D41258D442646EAF1DDBD05DDF983AE9BE16F9A80C56F70D5B2CD0C623632C88	3CA8D795093F3296D21B473A362CFA2F93B0F8E88ECB7354BF2909C04E2A905A	Import only official English ordinary-awakening labels; preserve every unrelated NA2 visual and the target CCS structure.
mode1_krw	mapped	5EEAB0B97A8468E1F6CC699EE56C119F7085165FE30D380F5AC087567A4EABC9	A8313353AB97D7F3C2CE530107EF5681F996D16F882679CD2674F9AD70658462	Import only official English ordinary-awakening labels; preserve every unrelated NA2 visual and the target CCS structure.
mode1_ksw	mapped	DA5EA0B18A6CE705F0130852AD22DF7A03452E1B04CEE050FE07919916BF722B	276F38A04F96F3FAAABA2F130CD2F93A3D3B61166910D09D439D574DAE44B163	Import only official English ordinary-awakening labels; preserve every unrelated NA2 visual and the target CCS structure.
mode1_nej	mapped	8C8A2FC0BB4065F5ACDE8479FB1D799745FBC06CB0951D9DDB11B110DDC29702	23D73A28F7DAE07F25F9B7851BAC439D7F7B00385F70EFC85D49D59C3F5F9F0D	Import only official English ordinary-awakening labels; preserve every unrelated NA2 visual and the target CCS structure.
mode1_new	mapped	77AF5B311FED3691D8871339C696992B8CECFC7CC934973F4183DEAE4A118827	2268FC1F813F16B7B7B4D4F04A036732238EEF2E221256E31E7ACE2930DAF578	Import only official English ordinary-awakening labels; preserve every unrelated NA2 visual and the target CCS structure.
mode1_nrt	mapped	4F4B66FFBC93199CEF714F5CCDFA478F2F57F3E80A52CF90F4B86E4480A6C422	6BAF727DD0D554155E509528F2C53C6150AF99E4166824C0E71EE738FC9615D4	Import only official English ordinary-awakening labels; preserve every unrelated NA2 visual and the target CCS structure.
mode1_nrw	mapped	F683880B9D73B69972E508867E0767ACE068395B812139CC044EE14FF8CAAA7C	91B5DE79196D6733E44C1CAFC0776FA7F68A687F79A7025A7D1B3711EC1D5C81	Import only official English ordinary-awakening labels; preserve every unrelated NA2 visual and the target CCS structure.
mode1_orw	mapped	5635C9471C59904C18FA86F2E8CCAEC18A690D75836DAE67B529DC88706D67E0	5E758859AA00383868CC064A28408752F152E208FD5F20BBE2C8E6A2002C185D	Import only official English ordinary-awakening labels; preserve every unrelated NA2 visual and the target CCS structure.
mode1_roc	mapped	228039F0B1BE59C4A64072DC8A928190CEEAACA1B1131E6BA813FAA42B19A1D9	5DFBB95399899A0C1C2CEF2567C9DB38312F090D9202C68EB293C4668E7A3084	Import only official English ordinary-awakening labels; preserve every unrelated NA2 visual and the target CCS structure.
mode1_row	mapped	667E93831BE8E9CD9EA91AA48094C7C698A3138256B4F7E1A17D9536757BA8D2	7ED973F06EA4BC086A0FD62A8B1D65BB8231150CC7F1D7F66E463C558F215EF5	Import only official English ordinary-awakening labels; preserve every unrelated NA2 visual and the target CCS structure.
mode1_sai	mapped	3889A88C7DA696F16C7CB846438AFCF7A63429A32A256670755DF035179348CE	DBCA9E3E79E4EF7FB4A5474A4C04F620E4D95E36A91BD757BF39216682FC275E	Import only official English ordinary-awakening labels; preserve every unrelated NA2 visual and the target CCS structure.
mode1_sch	mapped	FE82E7A69684825B6DADAB0FEC311B324163EE6FBDB2089C388F479DB7B59EFE	3F29781A1DDBE36A606E82DA46E787E7BD44831C88E16C62A213690EC377CD1D	Import only official English ordinary-awakening labels; preserve every unrelated NA2 visual and the target CCS structure.
mode1_sco	mapped	575D394F031599ADF4B9F71405AF42329EF74FACBDD76315BD017B48D99B5FA3	493B8A66106598D5E136CCDE5053B19257A7E8BAC94D29E896E9F578511DD54B	Import only official English ordinary-awakening labels; preserve every unrelated NA2 visual and the target CCS structure.
mode1_sec	mapped	752DE1ECEEB9B511DB444748BCA2423CC1D9D0AEB33A66BCE68A84C9B521977A	01A2A99AFD55F2FF59F5A0CFF096BB50E1EB2C3C33AA19074E7F25134E1F03C0	Import only official English ordinary-awakening labels; preserve every unrelated NA2 visual and the target CCS structure.
mode1_sik	mapped	35ED2B07EFAC29D47E283EEBD9C0D819671393D1990DE65AF88B32122E3C763D	FC37D7FBCE51D5D084788336DBB9AE505122B2673FEEF63E8D477A15A679F90D	Import only official English ordinary-awakening labels; preserve every unrelated NA2 visual and the target CCS structure.
mode1_sin	mapped	1D01EEF82C1A581E3BCACF998151FA7B8EDF3ED3B62B203E2EC1D6084E5AA178	150AB282DE59EA8C7AE7D1DABC6CBFE5A5782789282B512EC6BFB264C25F5A8D	Import only official English ordinary-awakening labels; preserve every unrelated NA2 visual and the target CCS structure.
mode1_siw	mapped	0EBBF4DAA3A764AD61825EA705556B61383262EC34E85B9FE56CA1D6B0955F7F	58A954205739DA4A7EE3A2D2229B22F7A72ED507A2F1EE470546BCB9D05539B6	Import only official English ordinary-awakening labels; preserve every unrelated NA2 visual and the target CCS structure.
mode1_skn	mapped	973A258FFC740D7561D38C92DCF5312F1130999A8976CCBCFB808A6D65A8D767	0D37E2B9F196158B6809CB65E22EA623AE2F9F0FE2A0777884AFBFC41A2EF123	Import only official English ordinary-awakening labels; preserve every unrelated NA2 visual and the target CCS structure.
mode1_skr	mapped	53BB602FB635B0061640F148A05E3CF8D160C20EE6F321DE6831E9D4AD33E4D3	E671DF44AD5CFFD9FAEBB4F3B7FF684A86FA4BFF9431843B111C738C4929A359	Import only official English ordinary-awakening labels; preserve every unrelated NA2 visual and the target CCS structure.
mode1_skw	mapped	62A15DCB018E5DC85A468DCFC8A11F85D4D1F945650350AECC5C2A162B897774	692C16273C124A6D7E710D40678E37E4E683D7BDB6E68A5753D8E5852BBF0286	Import only official English ordinary-awakening labels; preserve every unrelated NA2 visual and the target CCS structure.
mode1_snw	mapped	252F26CF897CE20F6025091CD4D7F475251356594392C1DE9F52A3ED0EA4FE07	07911FCDBD00DC6A7482D6A89C02C40F490B4E852BC272820ED00D89363D81DD	Import only official English ordinary-awakening labels; preserve every unrelated NA2 visual and the target CCS structure.
mode1_ssk	mapped	F5A7C551173C02CF27928CF4728DE60A04C83407613BDEB1AB101338861911B2	6FACE32544426F017168D1D0FC9557A71E338363E829BC6F95FC5C4D4BB7E7BF	Import only official English ordinary-awakening labels; preserve every unrelated NA2 visual and the target CCS structure.
mode1_ssw	mapped	DBE75CA8BC281879AA00AD70248C75FC4C0A56473FCD927D05C28C31DB65185E	6ADD858A7E1B42498A921735C3EFA5EE976B7B60E70DB3886962C2BE1541DA4C	Import only official English ordinary-awakening labels; preserve every unrelated NA2 visual and the target CCS structure.
mode1_szw	mapped	F26370B09DE6485D37C28A11BBC1FF5D9C08C7D1EE22C911E773CCD01D635950	7FC01F872F5A60BE93BE727B26D58DC9687595E5D3C04FED288269047D169A6C	Import only official English ordinary-awakening labels; preserve every unrelated NA2 visual and the target CCS structure.
mode1_ten	mapped	2F90C48A2AC31FD9E77D2B0CC8B722BBB6728F35262AF5F591738F8BFD230413	DD790738175F098F13A5936C79B2C4F480DC718A89CF0085A9037AA458EE54B5	Import only official English ordinary-awakening labels; preserve every unrelated NA2 visual and the target CCS structure.
mode1_tew	mapped	9063DC6069021DE2777C0403A943969BFDE6C80CF859C1D885E5BEA6C7FF05FF	380226EEE1FF3E6A2F1B3F027BAE87F7746178BCF59DF67DA8301A46FC0EF006	Import only official English ordinary-awakening labels; preserve every unrelated NA2 visual and the target CCS structure.
mode1_tmr	mapped	0C6907DC840B85CE56683E13C34326A4F742CA6A66A1562EC6D60F96307C25A0	7F67880FC78A81BA830A798FEBF747CFFEC9A45E3A69201F6F9F4EB3B2869CD3	Import only official English ordinary-awakening labels; preserve every unrelated NA2 visual and the target CCS structure.
mode1_tmw	mapped	BE02490E7A1FFF24A94C9662F9BFA5371180AEE89A752613843B664F358968C0	713B58507B0BBEBF174830EC142C2F73F8027278ABE2F3E89773BB4A7EB08D74	Import only official English ordinary-awakening labels; preserve every unrelated NA2 visual and the target CCS structure.
mode1_tnw	mapped	5F8DF74A277F125E9107D92FC393D3996862DCAD0728BED0DE2E918C81E3FC10	9ECDA5899B2358D0CB8C9D08FA89439081D1518369838469BB3B781C35F54A9D	Import only official English ordinary-awakening labels; preserve every unrelated NA2 visual and the target CCS structure.
mode1_tyo	mapped	CF6E90B3465BE4D9F955C4A6FEE5E90EE0AB1585E29E64D5904B18BA4E3B7833	CF9A5568D3AE3EB715A28BBC013201C37EE093F4BAA619182462E97D0EEF584F	Import only official English ordinary-awakening labels; preserve every unrelated NA2 visual and the target CCS structure.
mode1_tyw	mapped	E9DC6F835B4566DC278FB17FC88C0B26A6DA1AB1B1E29763C5062F35618EC6B1	5070CFAB6108C4471569D2AB276786A4CB02F768D3445A427929720C1EF1BE97	Import only official English ordinary-awakening labels; preserve every unrelated NA2 visual and the target CCS structure.
mode1_tyy	mapped	27561D77807A442D893489AC5393ED4C5D2186FFB03EFB689458E5C3816403C0	CA7173D94D0D56BC64908FCBAF3F86ECAAFA0753A11FECA8AD3D72F5CA41FE14	Import only official English ordinary-awakening labels; preserve every unrelated NA2 visual and the target CCS structure.
mode1_ymt	mapped	8307546B049B7480F994BE845AA756DA9AF39B888062A766E6538BB41008C1D4	54EF828E903493189BB1504B0A23C2E022AEBC846F2D13A0273B84B72DAD76DA	Import the official English Ultimate Mode label, inset its donor-clipped final atlas fragment by one texel, and preserve every unrelated NA2 visual and the target CCS structure.
mode1_zbz	mapped	B3F6426CD5FDF5D789DEE1B4508141B1E4B53A646E8F384914B7455FF86B5FB1	89BB2C143A61293117B90A84475A87F7858486B46F23B5CB0E70C680CF54CB60	Import only official English ordinary-awakening labels; preserve every unrelated NA2 visual and the target CCS structure.
mode1cmn	mapped	C5EA35697D4AB44FF11D25BDF8AC00369AA2984B26011495158242ED93B70E4D	4896E6DC9D441F59FFD4B7E77D39F4030436BAD502C18A133A3ABDE271213C9D	Import the official English Dummy Mode label through deterministic nearest-palette remapping so it fits the fixed NA2 member capacity.
mode2cmn	whole	A2EA6CECBFF60A1FA984DADEFC4E82118609D642A8A8AED3B69F427E495FEE1B	94DAF4C2C00401F87721C122D238E4D8105005A711ACA52C0A13C15BB781F068	Import the complete official English container.
mode2gav	whole	A794650414CE948E44E1BD69233D187CB0C85216B124BD6341343A749D8FE1BE	CD3F1CE26519B86F5C1DCAB553BA8BFA3C0022ACC6F5B633B545C69374C92EFE	Import the complete official English container.
mode2jrv	whole	1E2AF3947EB6C81FA0B7560A41FC11E8DB3CB9FCF462F4C942C5644EE189E221	2575CD014A81CC5119686046F82C8A34FB942FBD1DE9204C8E35BFF58B924574	Import the complete official English container.
mode2kdv	mapped	EB9F404087A6B9C87BAAE57E1F379EF604B0EE17F42C483ECB6FDA10219008ED	BD2AE2875D5DB206F783457968F28A2CD43C08F8B440CFA2FADEE93A03BAF09F	Retain the NA2 portrait and palette while importing the English top banner within the fixed member capacity.
mode2kmv	whole	3655ED1E2B9534DBE56A7AD19410C08099B5FCB049B767E22B0AF234227E4C8D	359C2190C282AF90961683E1EFE2B0A01AA001DC940AFB6F071A3E89C0D87873	Import the complete official English container.
mode2nrv	whole	EDD3CBA1885F0F597985C5CB6AA1AEE9884EDBF0BA8DBFF41883143509D2D5AA	5EA7BB89799615C96ABEAD91D746FFBABA48CB5C2932975A9431F2C0B3183038	Import the complete official English container.
mode2nwv	whole	6C365C972FFAAAF226E6803F5EF1B2EADE3F9C3BF66EB3D8A494391CA0DDBD64	D6B39126F687126D6DA5CB6654FAF648517153CCA0251F04383D56740A9F852F	Import the complete official English container.
mode2rov	whole	A6D4CDD5B91470FF99FCB9520DEF1DBA1F6BDBDFABBB2D1CA9FAC2DF97A39239	2F4AA12ADDEA9134AB1E1871F24740015A7EBC7A1360206154101489DFD0934B	Import the complete official English container.
mode2scv	whole	DAD0F717405AB73DB4AD1DF6DB3190123D6EC0A86546952B13E255B5E4EA1932	76D6226A71D08E351BF29BD8EE855F6A5A17C3B06C9F11A440159C7E128B499A	Import the complete official English container.
mode2skv	whole	5970B73EF3ED3D7B3B05064627C880BFA3717399F2B83873900D896E531DC933	3A0203730FFB9C13D6C515DE44BA07B3E432864E7C82CB46B60F2C83FB05452B	Import the complete official English container.
mode2ssv	whole	BDC67C7C641A82359FF2B320563774F6BE66F0A799FE76701646CEAB60F863ED	6C75D02F26DD5B497FE8C1FF36D75CADEEC5907D8672D04659F3609FBA1A7E41	Import the complete official English container.
mode2tov	whole	A696AB465F44541BBA6C5C8B886BD78CD33FA26A0E88D88F715EE20EF709992D	51F94FEA435BA9880ED04C1200196925FBDBE1E94F4AA5E4F5BD15A04C657884	Import the complete official English container.
mode2tyv	whole	B4FDE5F7C25BC1A6DD1AA0DC73B1D5DA45D8F5F6B04A49CEADA91A1E61E0842D	C2D31C643ADF763A66A191AC7354B28A772B411DD87DBA01E672B99297BD2166	Import the complete official English container.
modesel1	whole	2C86B458A6AFB732544A0F1DB087041D0675FAC6CE8AED3F8E8BAF46EB35270C	55FD25373913C929ABB5298088AA08F8543F810E7BE972C071B5B630053C87DC	Import the complete official English container so its localized menu atlas stays coupled to its layout.
n_rash	whole	4DBEBB45BB8A54613F2EF6FE374983C01B1D3E87ABEB7E79D2E26CC298123C6D	9161CB7A00E8AD341669B858AFFBCC79C639FB203D9EA7183BA047ECB4FF833B	Import the complete official English container.
n_rash2	whole	F6BA6A3D7515595B7D42BB917E4D0DA7D977BF4F2AD81DD4D40F2A0CCA7D3E58	EEDB04FF32E7005A40052AAEB459F6123143FEDD0E890D9DB0E9DA0F7E00FB8E	Import the complete official English container.
n_rash4	whole	37E5005161D7FE078C5DFED0E8E2D12D81BDD32BDA789D076607991C8FBC9F65	1EBED0FEE0322A96F5D83FE83AE5E03DCA059335143E9599A3E897C8A6ED10B6	Import the complete official English container.
ninmu	whole	0CE82DE54AF65DEE40CD6C4249720498B2380CE87A36561E47DFA06835CE890F	7E117B4C83A3BBFC8334CD197921568AEAC0C9B6BA08D67DBA4A52F2202B0FD7	Import the complete official English container.
option	whole	8B0D524F231CDDCA7395AA3D72A98B250EF78D314D4B03FC111BCD2028187A0B	9028BF898CECA4843FBD21CFC4C0B8C3D88600C4BCB562002F8805EBF7B08A07	Import the complete official English container so its localized UVs stay coupled to its texture.
ougi	whole	32AB9EE6AF04D057AE8F004146963130F3A46E54A37E9243E31F2682066C82DB	C3D80746A2690658AA7DBD5E7E5D376197892F3AF2A82D1A26C64A426B7FC9C6	Import the complete one-part official English container; the companion BTL loop patch selects one part.
prac	whole	6E123C310847CFB48C98A6A580D00AB857977F4B4F19BCAE4B9686B0EC155E54	06D2AC48F17F8676DCD31C89883DEB904265FEAD6633DC6B207273728FE40777	Import the complete official English container.
setting	whole	FE98C2C9659C2A01D6249FCE717338DDB472BC69038D91089DD472E8154247E0	D86D8B1C7F980142F63A5C198C1FAA2963F4908CC8FD8CA70EBADCFB7E08BF22	Import the complete official English container.
shop	whole	32C5338DB7484C2E38F406B1A17950F81A02CD2A466DCFED9981150CD0575D6E	D8549B16CEFB74891A2C1260E6DDA57031D2F9F28D1E2E572D271ABC1F4E3E67	Import the complete official English container so its localized models and UVs stay coupled to its textures.
spbattle	whole	7781E074381E9865FD15B0E974261C8DC72DBC56CE419550B66D405BEAB3838C	924E1668E3749DD34C022E2A5B354819235AED18037EB21FEB92DECE302F052D	Import the complete official English container so its localized models and animations stay coupled to its textures.
title	whole	7B1512026F62A9127F30BA779C491D9E39D9D4E389EDAF6F1107F377090B1CBD	873ED82BCD0C76EEB23E7947AD520061FDF2C0411511DC655A87AF37EE5A450F	Import the complete official English title container.
vs	whole	9ADFF3FD0BC7C54DC6337A42081B774CEAE9D8FA947FA302C5AAD9E92587BF33	637767C09645751AD77BBDD547B591C7332F6D212884E6D7F44A7321CD0492AC	Import the complete official English container so its localized models and UVs stay coupled to its textures.
xninka	whole	D6B5DC4B0D1336D5ED5D9392555819B7173D943E05027BDD8FE0712794461C5D	2F393EE03007025CC1949FC6568835FED8395C78821DEAD505F0A93517D6CD83	Import the complete official English container so its localized models and UVs stay coupled to its texture.
