"id"	"file"	"offset_hex"	"old_slot_capacity_bytes"	"source_japanese"	"previous_release_english"	"proposed_translation"	"notes"
"BTL_0029"	"BTL.BIN"	"0x1E2380"	"10"	"<r火影|ほかげ>たち"	"The Hokage"	"Ｔｈｅ　Ｈｏｋａｇｅ"	""
"BTL_0030"	"BTL.BIN"	"0x1E23A0"	"14"	"<r特別対戦|とくべつたいせん>"	"Special Battle"	"Ｓｐｅｃｉａｌ　Ｂａｔｔｌｅ"	""
"BTL_0031"	"BTL.BIN"	"0x1E23C0"	"11"	"<r金髪五人衆|きんぱつごにんしゅう>"	"Blond Squad"	"Ｂｌｏｎｄ　Ｓｑｕａｄ"	""
"BTL_0032"	"BTL.BIN"	"0x1E23F0"	"12"	"<r傀儡軍団|くぐつぐんだん>"	"Puppet Corps"	"Ｐｕｐｐｅｔ　Ｃｏｒｐｓ"	""
"BTL_0033"	"BTL.BIN"	"0x1E2410"	"13"	"<r木|こ>ノ<r葉先生|はせんせい>"	"Leaf Teachers"	"Ｌｅａｆ　Ｔｅａｃｈｅｒｓ"	""
"BTL_0034"	"BTL.BIN"	"0x1E2430"	"13"	"<r血継限界|けっけいげんかい>"	"Kekkei Genkai"	"Ｋｅｋｋｅｉ　Ｇｅｎｋａｉ"	""
"BTL_0035"	"BTL.BIN"	"0x1E2450"	"17"	"<r高|たか>みの<r者|もの>たち"	"High-Rank Shinobi"	"Ｈｉｇｈ－Ｒａｎｋｉｎｇ　Ｓｈｉｎｏｂｉ"	""
"BTL_0036"	"BTL.BIN"	"0x1E2670"	"8"	"<r撒|ま>き<r菱|びし>"	"Caltrops"	"Ｃａｌｔｒｏｐｓ"	""
"BTL_0037"	"BTL.BIN"	"0x1E2690"	"10"	"<r兵糧丸|ひょうろうがん>"	"Food Pills"	"Ｓｏｌｄｉｅｒ　Ｐｉｌｌｓ"	""
"BTL_0038"	"BTL.BIN"	"0x1E26B0"	"11"	"<r上忍|じょうにん>の<r靴|くつ>"	"Jonin Shoes"	"Ｊｏｎｉｎ　Ｓｈｏｅｓ"	""
"BTL_0039"	"BTL.BIN"	"0x1E26D0"	"12"	"カカシ<r人形|にんぎょう>"	"Kakashi Doll"	"Ｋａｋａｓｈｉ　Ｄｏｌｌ"	""
"BTL_0040"	"BTL.BIN"	"0x1E26F0"	"11"	"<r根性|こんじょう>のおもり"	"Guts Weight"	"Ｇｕｔｓ　Ｗｅｉｇｈｔ"	""
"BTL_0041"	"BTL.BIN"	"0x1E2710"	"13"	"<r風魔手裏剣|ふうましゅりけん>"	"Fuma Shuriken"	"Ｆｕｍａ　Ｓｈｕｒｉｋｅｎ"	""
"BTL_0042"	"BTL.BIN"	"0x1E2730"	"17"	"<r呪札|じゅさつ>　<r鎧崩|よろいくず>し"	"Armor-Break Charm"	"Ａｒｍｏｒ－Ｂｒｅａｋ　Ｃｈａｒｍ"	""
"BTL_0043"	"BTL.BIN"	"0x1E2760"	"10"	"<r亀甲丸|きっこうがん>"	"Kikko Pill"	"Ｋｉｋｋｏ　Ｐｉｌｌ"	""
"BTL_0044"	"BTL.BIN"	"0x1E2780"	"11"	"<r炸裂|さくれつ>クナイ"	"Blast Kunai"	"Ｂｌａｓｔ　Ｋｕｎａｉ"	""
"BTL_0045"	"BTL.BIN"	"0x1E27A0"	"10"	"<r起爆|きばく>クナイ"	"Bomb Kunai"	"Ｅｘｐｌｏｓｉｖｅ　Ｋｕｎａｉ"	""
"BTL_0046"	"BTL.BIN"	"0x1E27C0"	"8"	"<r医療|いりょう>パック"	"Med Pack"	"Ｍｅｄｉｃａｌ　Ｐａｃｋ"	""
"BTL_0047"	"BTL.BIN"	"0x1E27E0"	"11"	"<r雲隠|くもがく>れの<r巻物|まきもの>"	"Kumo Scroll"	"Ｈｉｄｄｅｎ　Ｃｌｏｕｄ　Ｓｃｒｏｌｌ"	""
"BTL_0048"	"BTL.BIN"	"0x1E2810"	"11"	"<r毒煙玉|どくけむりだま>"	"Poison Bomb"	"Ｐｏｉｓｏｎ　Ｓｍｏｋｅ　Ｂｏｍｂ"	""
"BTL_0049"	"BTL.BIN"	"0x1E2830"	"10"	"<r起爆札|きばくふだ>"	"Paper Bomb"	"Ｐａｐｅｒ　Ｂｏｍｂ"	""
"BTL_0050"	"BTL.BIN"	"0x1E2850"	"11"	"<r元気丸|げんきがん>"	"Energy Pill"	"Ｅｎｅｒｇｙ　Ｐｉｌｌ"	""
"BTL_0051"	"BTL.BIN"	"0x1E2870"	"8"	"<r蝦蟇油|ガマあぶら>"	"Toad Oil"	"Ｔｏａｄ　Ｏｉｌ"	""
"BTL_0052"	"BTL.BIN"	"0x1E2890"	"9"	"<r起爆|きばく>シール"	"Bomb Seal"	"Ｅｘｐｌｏｓｉｖｅ　Ｓｅａｌ"	""
"BTL_0053"	"BTL.BIN"	"0x1E28B0"	"15"	"<r千影手裏剣|せんえいしゅりけん>"	"Shadow Shuriken"	"Ｔｈｏｕｓａｎｄ　Ｓｈａｄｏｗ　Ｓｈｕｒｉｋｅｎ"	""
"BTL_0054"	"BTL.BIN"	"0x1E28E0"	"9"	"<r痺|しび>れ<r玉|たま>"	"Stun Bomb"	"Ｓｔｕｎ　Ｂｏｍｂ"	""
"BTL_0055"	"BTL.BIN"	"0x1E2900"	"11"	"<r博打玉|ばくちだま>"	"Gamble Bomb"	"Ｇａｍｂｌｅ　Ｂｏｍｂ"	""
"BTL_0056"	"BTL.BIN"	"0x1E2918"	"10"	"アイテムポーチ"	"Item Pouch"	"Ｉｔｅｍ　Ｐｏｕｃｈ"	""
"BTL_0057"	"BTL.BIN"	"0x1E2930"	"17"	"<r忍具乱舞|にんぐらんぶ>の<r巻物|まきもの>"	"Ninja Tool Scroll"	"Ｎｉｎｊａ　Ｔｏｏｌ　Ｂａｒｒａｇｅ　Ｓｃｒｏｌｌ"	""
"BTL_0058"	"BTL.BIN"	"0x1E2960"	"13"	"<r金|きん>の<r装飾品|そうしょくひん>"	"Gold Ornament"	"Ｇｏｌｄ　Ｏｒｎａｍｅｎｔ"	""
"BTL_0059"	"BTL.BIN"	"0x1E2990"	"10"	"<r琥珀|こはく>の<r塊|かたまり>"	"Amber Lump"	"Ａｍｂｅｒ　Ｌｕｍｐ"	""
"BTL_0060"	"BTL.BIN"	"0x1E29B0"	"8"	"<r古銭|こせん>"	"Old Coin"	"Ｏｌｄ　Ｃｏｉｎ"	""
"BTL_0061"	"BTL.BIN"	"0x1E29C0"	"12"	"<r特別交渉手形|とくべつこうしょうてがた>"	"Special Pass"	"Ｓｐｅｃｉａｌ　Ｎｅｇｏｔｉａｔｉｏｎ　Ｐａｓｓ"	""
"BTL_0062"	"BTL.BIN"	"0x1E29F0"	"9"	"<r紅玉|こうぎょく>の<r指輪|ゆびわ>"	"Ruby Ring"	"Ｒｕｂｙ　Ｒｉｎｇ"	""
"BTL_0063"	"BTL.BIN"	"0x1E2A20"	"14"	"<r治癒|ちゆ>の<r巻物|まきもの>"	"Healing Scroll"	"Ｈｅａｌｉｎｇ　Ｓｃｒｏｌｌ"	""
"BTL_0064"	"BTL.BIN"	"0x1E2A40"	"10"	"<r白銀|はくぎん>の<r延棒|のべぼう>"	"Silver Bar"	"Ｓｉｌｖｅｒ　Ｂａｒ"	""
"BTL_0065"	"BTL.BIN"	"0x1E2A70"	"10"	"<r連係|れんけい>の<r笛|ふえ>"	"Link Flute"	"Ｔｅａｍ　Ｆｌｕｔｅ"	""
"BTL_0066"	"BTL.BIN"	"0x1E2A90"	"13"	"<r稀代|きだい>の<r秘宝|ひほう>"	"Rare Treasure"	"Ｒａｒｅ　Ｔｒｅａｓｕｒｅ"	""
"BTL_0067"	"BTL.BIN"	"0x1E2AB0"	"19"	"<r全開|ぜんかい>の<r額当|ひたいあ>て"	"Full-Power Headband"	"Ｆｕｌｌ－Ｐｏｗｅｒ　Ｈｅａｄｂａｎｄ"	""
"BTL_0068"	"BTL.BIN"	"0x1E2AE0"	"16"	"<r気配遮断装束|けはいしゃだんしょうぞく>"	"Concealment Robe"	"Ｃｏｎｃｅａｌｍｅｎｔ　Ｒｏｂｅ"	""
"BTL_0069"	"BTL.BIN"	"0x1E2B10"	"110"	"<color00FFFF><r究極連激戦|ナルティメットれんげきせん><colorFFFFFF>では、<r定|さだ>められた<r相手|あいて>と<r連続|れんぞく>で<r闘|たたか>い、<r最後|さいご>まで<r勝|か>ち<r残|のこ>ることで<r報酬|ほうしゅう>を<r得|え>ることができます。"	"<color00FFFF>Ultimate Chain<colorFFFFFF>: fight set opponents in a row and survive to the end to earn rewards."	"<color00FFFF>Ｕｌｔｉｍａｔｅ　Ｃｈａｉｎ<colorFFFFFF>：　ｆｉｇｈｔ　ｔｈｅ　ｓｅｔ　ｏｐｐｏｎｅｎｔｓ　ｉｎ　ａ　ｒｏｗ　ａｎｄ　ｓｕｒｖｉｖｅ　ｔｏ　ｔｈｅ　ｅｎｄ　ｔｏ　ｅａｒｎ　ｒｅｗａｒｄｓ．"	""
"BTL_0070"	"BTL.BIN"	"0x1E2C00"	"99"	"<color00FFFF><r壮絶|そうぜつ>サバイバル<colorFFFFFF>ではランダムで<r出現|しゅつげん>する<r相手|あいて>と<r無限|むげん>に<r闘|たたか>い、どこまで<r勝|か>ち<r残|のこ>れるかを<r競|きそ>うことができます。"	"<color00FFFF>Survival<colorFFFFFF>: fight random opponents endlessly and see how long you can last."	"<color00FFFF>Ｓｕｒｖｉｖａｌ<colorFFFFFF>：　ｆｉｇｈｔ　ｒａｎｄｏｍｌｙ　ａｐｐｅａｒｉｎｇ　ｏｐｐｏｎｅｎｔｓ　ｅｎｄｌｅｓｓｌｙ　ａｎｄ　ｓｅｅ　ｈｏｗ　ｌｏｎｇ　ｙｏｕ　ｃａｎ　ｓｕｒｖｉｖｅ．"	""
"BTL_0071"	"BTL.BIN"	"0x1E2CD0"	"92"	"<color00FFFF><r自分|じぶん>ルール<r戦闘|せんとう><colorFFFFFF>では、<r戦闘条件|せんとうじょうけん>を<r任意|にんい>に<r設定|せってい>して<r闘|たたか>うことができます。"	"<color00FFFF>Custom Rules Battle<colorFFFFFF>: set battle conditions freely before fighting."	"<color00FFFF>Ｃｕｓｔｏｍ　Ｒｕｌｅｓ　Ｂａｔｔｌｅ<colorFFFFFF>：　ｆｒｅｅｌｙ　ｓｅｔ　ｂａｔｔｌｅ　ｃｏｎｄｉｔｉｏｎｓ　ｂｅｆｏｒｅ　ｆｉｇｈｔｉｎｇ．"	""
"BTL_0072"	"BTL.BIN"	"0x1E2D80"	"50"	"<color00FFFF><r熱血対戦|ねっけつたいせん><colorFFFFFF>を<r終了|しゅうりょう>しますか？"	"Quit <color00FFFF>Hot-Blooded Versus<colorFFFFFF>?"	"Ｑｕｉｔ　<color00FFFF>Ｈｏｔ－Ｂｌｏｏｄｅｄ　Ｖｅｒｓｕｓ<colorFFFFFF>？"	""
"BTL_0073"	"BTL.BIN"	"0x1E2DE0"	"41"	"<color00FFFF><r壮絶|そうぜつ>サバイバル<colorFFFFFF>を開始しますか？"	"Start <color00FFFF>Survival<colorFFFFFF>?"	"Ｓｔａｒｔ　<color00FFFF>Ｓｕｒｖｉｖａｌ<colorFFFFFF>？"	""
"BTL_0074"	"BTL.BIN"	"0x1E2F60"	"12"	"<r中忍|ちゅうにん>レベル"	"Chunin Level"	"Ｃｈｕｎｉｎ　Ｌｅｖｅｌ"	""
"BTL_0075"	"BTL.BIN"	"0x1E2F80"	"11"	"<r上忍|じょうにん>レベル"	"Jonin Level"	"Ｊｏｎｉｎ　Ｌｅｖｅｌ"	""
"BTL_0076"	"BTL.BIN"	"0x1E2FA0"	"12"	"<r火影|ほかげ>レベル"	"Hokage Level"	"Ｈｏｋａｇｅ　Ｌｅｖｅｌ"	""
"BTL_0077"	"BTL.BIN"	"0x1E2FC0"	"14"	"<r特殊戦闘|とくしゅせんとう>"	"Special Battle"	"Ｓｐｅｃｉａｌ　Ｂａｔｔｌｅ"	""
"BTL_0078"	"BTL.BIN"	"0x1E3000"	"15"	"レベルを<r選択|せんたく>してください。"	"Select a level."	"Ｓｅｌｅｃｔ　ａ　ｌｅｖｅｌ．"	""
"BTL_0079"	"BTL.BIN"	"0x1E3030"	"14"	"ランクを<r選択|せんたく>してください。"	"Select a rank."	"Ｓｅｌｅｃｔ　ａ　ｒａｎｋ．"	""
"BTL_0080"	"BTL.BIN"	"0x1E3060"	"11"	"これでよろしいでしょうか？"	"Is this OK?"	"Ｉｓ　ｔｈｉｓ　ＯＫ？"	""
"BTL_0081"	"BTL.BIN"	"0x1E30EE"	"16"	".?この条件で決定！"	".?Confirm setup!"	"．？Ｃｏｎｆｉｒｍ　ｔｈｅｓｅ　ｃｏｎｄｉｔｉｏｎｓ！"	""
"BTL_0082"	"BTL.BIN"	"0x1E3110"	"28"	"<ruby好|す>きな<ruby条件|じょうけん>を<ruby設定|せってい>してください。"	"Set any conditions you like."	"Ｓｅｔ　ａｎｙ　ｃｏｎｄｉｔｉｏｎｓ　ｙｏｕ　ｌｉｋｅ．"	""
"BTL_0083"	"BTL.BIN"	"0x1E3160"	"20"	"ＣＯＭの<ruby強|つよ>さを<ruby変更|へんこう>できます。"	"Change COM strength."	"Ｃｈａｎｇｅ　ＣＯＭ　ｓｔｒｅｎｇｔｈ．"	""
"BTL_0084"	"BTL.BIN"	"0x1E31A0"	"29"	"<ruby奥義|おうぎ>の<ruby入力勝負|にゅうりょくしょうぶ>を<ruby変更|へんこう>できます。"	"Change Ultimate input battle."	"Ｃｈａｎｇｅ　ｔｈｅ　Ｕｌｔｉｍａｔｅ　ｉｎｐｕｔ　ｂａｔｔｌｅ．"	""
"BTL_0085"	"BTL.BIN"	"0x1E3200"	"31"	"『はい』を<ruby選択|せんたく>で<ruby戦闘|せんとう>を<ruby開始|かいし>します。"	"Select Yes to start the battle."	"Ｓｅｌｅｃｔ　Ｙｅｓ　ｔｏ　ｓｔａｒｔ　ｔｈｅ　ｂａｔｔｌｅ．"	""
"BTL_0086"	"BTL.BIN"	"0x1E3250"	"28"	"<ruby条件|じょうけん>が１つも<ruby設定|せってい>されていないです。"	"No conditions have been set."	"Ｎｏ　ｃｏｎｄｉｔｉｏｎｓ　ｈａｖｅ　ｂｅｅｎ　ｓｅｔ．"	""
"BTL_0087"	"BTL.BIN"	"0x1E32A0"	"12"	"すでに<ruby設定済|せっていず>みです。"	"Already set."	"Ａｌｒｅａｄｙ　ｓｅｔ．"	""
"BTL_0088"	"BTL.BIN"	"0x1E32D0"	"68"	"<ruby現在設定済|げんざいせっていず>みの<ruby条件|じょうけん>と.<ruby組|く>み<ruby合|あ>わせる<ruby事|こと>が<ruby出来|でき>ない<ruby条件|じょうけん>です。"	"This condition cannot be combined with the currently set conditions."	"Ｔｈｉｓ　ｃｏｎｄｉｔｉｏｎ　ｃａｎｎｏｔ　ｂｅ　ｃｏｍｂｉｎｅｄ　ｗｉｔｈ　ｔｈｅ　ｃｕｒｒｅｎｔｌｙ　ｓｅｔ　ｃｏｎｄｉｔｉｏｎｓ．"	""
"BTL_0089"	"BTL.BIN"	"0x1E3370"	"5"	"基本条件"	"Basic"	"Ｂａｓｉｃ　Ｃｏｎｄｉｔｉｏｎｓ"	""
"BTL_0090"	"BTL.BIN"	"0x1E3380"	"40"	"<ruby方向|ほうこう>キー<ruby左右|さゆう>でＣＯＭの<ruby強|つよ>さを<ruby変更|へんこう>できます。"	"Press Left/Right to change COM strength."	"Ｐｒｅｓｓ　Ｌｅｆｔ／Ｒｉｇｈｔ　ｔｏ　ｃｈａｎｇｅ　ＣＯＭ　ｓｔｒｅｎｇｔｈ．"	""
"BTL_0091"	"BTL.BIN"	"0x1E33F0"	"53"	"<ruby方向|ほうこう>キー<ruby左右|さゆう>で<ruby奥義|おうぎ>の<ruby入力勝負|にゅうりょくしょうぶ>を<ruby変更|へんこう>できます。"	"Press Left/Right to change the Ultimate input battle."	"Ｐｒｅｓｓ　Ｌｅｆｔ／Ｒｉｇｈｔ　ｔｏ　ｃｈａｎｇｅ　ｔｈｅ　Ｕｌｔｉｍａｔｅ　ｉｎｐｕｔ　ｂａｔｔｌｅ．"	""
"BTL_0092"	"BTL.BIN"	"0x1E3470"	"4"	"やさしい"	"Easy"	"Ｅａｓｙ"	""
"BTL_0093"	"BTL.BIN"	"0x1E3480"	"4"	"むずかしい"	"Hard"	"Ｈａｒｄ"	""
"BTL_0094"	"BTL.BIN"	"0x1E34A8"	"3"	"使用不可"	"Off"	"Ｕｎａｖａｉｌａｂｌｅ"	""
"BTL_0095"	"BTL.BIN"	"0x1E34B8"	"6"	"ランダム"	"Random"	"Ｒａｎｄｏｍ"	""
"BTL_0096"	"BTL.BIN"	"0x1E34C8"	"7"	"コマンド"	"Command"	"Ｃｏｍｍａｎｄ"	""
"BTL_0097"	"BTL.BIN"	"0x1E34D8"	"6"	"タイミング"	"Timing"	"Ｔｉｍｉｎｇ"	""
"BTL_0098"	"BTL.BIN"	"0x1E3510"	"13"	"お<r手軽条件|てがるじょうけん>１"	"Preset Rule 1"	"Ｐｒｅｓｅｔ　Ｒｕｌｅ　１"	""
"BTL_0099"	"BTL.BIN"	"0x1E3540"	"13"	"お<r手軽条件|てがるじょうけん>２"	"Preset Rule 2"	"Ｐｒｅｓｅｔ　Ｒｕｌｅ　２"	""
"BTL_0100"	"BTL.BIN"	"0x1E3570"	"13"	"お<r手軽条件|てがるじょうけん>３"	"Preset Rule 3"	"Ｐｒｅｓｅｔ　Ｒｕｌｅ　３"	""
"BTL_0101"	"BTL.BIN"	"0x1E35A0"	"19"	"<r無重力戦闘|むじゅうりょくせんとう>"	"Zero-Gravity Battle"	"Ｚｅｒｏ－Ｇｒａｖｉｔｙ　Ｂａｔｔｌｅ"	""
"BTL_0102"	"BTL.BIN"	"0x1E35D0"	"37"	"<r速度差|そくどさ>が<r激|はげ>しい<r状態|じょうたい>で<r戦闘|せんとう>"	"Battle with extreme speed differences"	"Ｂａｔｔｌｅ　ｗｉｔｈ　ｅｘｔｒｅｍｅ　ｓｐｅｅｄ　ｄｉｆｆｅｒｅｎｃｅｓ"	""
"BTL_0103"	"BTL.BIN"	"0x1E3620"	"35"	"<r大|だい>ダメージにめげずに<r戦闘|せんとう>"	"Battle without fearing heavy damage"	"Ｂａｔｔｌｅ　ｔｈｒｏｕｇｈ　ｈｅａｖｙ　ｄａｍａｇｅ"	""
"BTL_0104"	"BTL.BIN"	"0x1E3650"	"14"	"<r極限戦闘|きょくげんせんとう>"	"Extreme Battle"	"Ｅｘｔｒｅｍｅ　Ｂａｔｔｌｅ"	""
"BTL_0105"	"BTL.BIN"	"0x1E38E0"	"5"	"<r忍|にん>"	"Ninja"	"Ｓｈｉｎｏｂｉ"	""
"BTL_0106"	"BTL.BIN"	"0x1E38F0"	"8"	"%sカウント"	"%s Count"	"%s　Ｃｏｕｎｔ"	""
"BTL_0107"	"BTL.BIN"	"0x1E3960"	"8"	"<r壮絶|そうぜつ>サバイバル"	"Survival"	"Ｓｕｒｖｉｖａｌ"	""
"BTL_0108"	"BTL.BIN"	"0x1E39C0"	"14"	"<r撃破忍数|げきはにんずう>"	"Ninja Defeated"	"Ｄｅｆｅａｔｅｄ　Ｓｈｉｎｏｂｉ"	""
"BTL_0109"	"BTL.BIN"	"0x1E39E0"	"21"	"%s<color000000><r忍|にん>"	"%s<color000000> Ninja"	"%s<color000000>　Ｓｈｉｎｏｂｉ"	""
"BTL_0110"	"BTL.BIN"	"0x1E3A00"	"10"	"クリアタイム"	"Clear Time"	"Ｃｌｅａｒ　Ｔｉｍｅ"	""
"BTL_0111"	"BTL.BIN"	"0x1E3A10"	"21"	"%s<color000000>カウント"	"%s<color000000> Count"	"%s<color000000>　Ｃｏｕｎｔ"	""
"BTL_0112"	"BTL.BIN"	"0x1E3A30"	"12"	"<r忍名|しのびめい>"	"Shinobi Name"	"Ｓｈｉｎｏｂｉ　Ｎａｍｅ"	""
"BTL_0113"	"BTL.BIN"	"0x1E3A50"	"10"	"<r所持金|しょじきん>"	"Money Held"	"Ｍｏｎｅｙ　Ｈｅｌｄ"	""
"BTL_0114"	"BTL.BIN"	"0x1E3A70"	"12"	"<r報酬金|ほうしゅうきん>"	"Reward Money"	"Ｒｅｗａｒｄ　Ｍｏｎｅｙ"	""
"BTL_0115"	"BTL.BIN"	"0x1E3A90"	"3"	"<r両|りょう>"	"Ryo"	"Ｒｙｏ"	""
"BTL_0116"	"BTL.BIN"	"0x1E3AA0"	"12"	"クリア<r報酬|ほうしゅう>"	"Clear Reward"	"Ｃｌｅａｒ　Ｒｅｗａｒｄ"	""
"BTL_0117"	"BTL.BIN"	"0x1E3AC0"	"18"	"レベルクリア<r報酬|ほうしゅう>"	"Level Clear Reward"	"Ｌｅｖｅｌ　Ｃｌｅａｒ　Ｒｅｗａｒｄ"	""
"BTL_0118"	"BTL.BIN"	"0x1E3AE0"	"13"	"「<color2820FF>%s<color000000>」クリア！"	"Cleared ""%s""!"	"Ｃｌｅａｒｅｄ　＂%s＂！"	""
"BTL_0119"	"BTL.BIN"	"0x1E3B10"	"13"	"<r新|あら>たなランク「<color2820FF>%s<color000000>」に"	"New rank ""%s"""	"Ｎｅｗ　ｒａｎｋ　＂%s＂"	""
"BTL_0120"	"BTL.BIN"	"0x1E3B50"	"18"	"<r挑戦|ちょうせん>できるようになりました！！"	"is now available!!"	"ｉｓ　ｎｏｗ　ａｖａｉｌａｂｌｅ！！"	""
"BTL_0121"	"BTL.BIN"	"0x1E3B90"	"14"	"<r新|あら>たなレベル「<color2820FF>%s<color000000>」に"	"New level ""%s"""	"Ｎｅｗ　ｌｅｖｅｌ　＂%s＂"	""
"BTL_0122"	"BTL.BIN"	"0x1E3BE0"	"38"	"「<color080860><r究極連激戦|ナルティメットれんげきせん><color000000>」<r全|ぜん>クリア<r報酬|ほうしゅう>！"	"All-clear reward for ""Ultimate Chain""!"	"Ａｌｌ－ｃｌｅａｒ　ｒｅｗａｒｄ　ｆｏｒ　<color080860>Ｕｌｔｉｍａｔｅ　Ｃｈａｉｎ<color000000>！"	""
