id	old_offset	pointer_offset	new_offset	bytes	translation
BTL_0294	0x20A900	0x20B078	0x222B70	113	Ｐｒｅｓｓ　Ｌｅｆｔ／Ｒｉｇｈｔ　ｔｏ　ｓｅｔ　ｈｏｗ　ｔｈｅ　ｐｌａｙｅｒ　Ｔｅａｍ　Ｇａｕｇｅ　ｆｉｌｌｓ．
BTL_0295	0x20A990	0x20B080	0x222BF0	111	Ｐｒｅｓｓ　Ｌｅｆｔ／Ｒｉｇｈｔ　ｔｏ　ｓｅｔ　ｈｏｗ　Ｔｅａｍ　Ａｔｔａｃｋｓ　ａｒｅ　ａｃｔｉｖａｔｅｄ．
BTL_0296	0x20AA10	0x20B084	0x222C60	91	Ｐｒｅｓｓ　Ｌｅｆｔ／Ｒｉｇｈｔ　ｔｏ　ｓｅｔ　ｉｔｅｍ　ｓｐａｗｎ　ｆｒｅｑｕｅｎｃｙ．
BTL_0297	0x20AA80	0x20B088	0x222CC0	107	Ｐｒｅｓｓ　Ｌｅｆｔ／Ｒｉｇｈｔ　ｔｏ　ｓｈｏｗ　ｏｒ　ｈｉｄｅ　ｔｈｅ　ｃｏｍｍａｎｄ　ｄｉｓｐｌａｙ．
BTL_0298	0x20AAF0	0x20B08C	0x222D30	125	Ｐｒｅｓｓ　Ｌｅｆｔ／Ｒｉｇｈｔ　ｔｏ　ｓｈｏｗ　ｏｒ　ｈｉｄｅ　ｄａｍａｇｅ　ｄｅａｌｔ　ｔｏ　ｔｈｅ　ｏｐｐｏｎｅｎｔ．
BTL_0299	0x20AB90	0x20B090	0x222DB0	111	Ｐｒｅｓｓ　Ｌｅｆｔ／Ｒｉｇｈｔ　ｔｏ　ｓｅｔ　ｔｈｅ　Ｐｒａｃｔｉｃｅ　ｇｕｉｄｅ　ｎｉｎｊａ　ｖｏｉｃｅ．
BTL_0300	0x20AC20	0x20B098	0x222E20	95	Ｓｅｔ　ｔｈｅ　ｓｔｒｅｎｇｔｈ　ｕｓｅｄ　ｗｈｅｎ　Ｓｔａｔｅ　ｉｓ　ｓｅｔ　ｔｏ　ＣＯＭ．
BTL_0301	0x20AC90	0x20B09C	0x222E80	141	Ｓｅｔ　ｔｈｅ　ａｔｔａｃｋ　ｐａｔｔｅｒｎ　ｕｓｅｄ　ｗｈｅｎ　Ｓｔａｔｅ　ｉｓ　Ｓｔａｎｄ，　Ｊｕｍｐ，　ｏｒ　Ｄｏｕｂｌｅ　Ｊｕｍｐ．
BTL_0302	0x20AD30	0x20B0A0	0x222F10	139	Ｓｅｔ　ｔｈｅ　ｇｕａｒｄ　ｐａｔｔｅｒｎ　ｕｓｅｄ　ｗｈｅｎ　Ｓｔａｔｅ　ｉｓ　Ｓｔａｎｄ，　Ｊｕｍｐ，　ｏｒ　Ｄｏｕｂｌｅ　Ｊｕｍｐ．
BTL_0303	0x20ADD0	0x20B0A4	0x222FA0	145	Ｓｅｔ　ｔｈｅ　ｂｅｈａｖｉｏｒ　ｐａｔｔｅｒｎ　ｕｓｅｄ　ｗｈｅｎ　Ｓｔａｔｅ　ｉｓ　Ｓｔａｎｄ，　Ｊｕｍｐ，　ｏｒ　Ｄｏｕｂｌｅ　Ｊｕｍｐ．
BTL_0304	0x20AE70	0x20B0A8	0x223040	103	Ｓｅｔ　Ｓｕｂｓｔｉｔｕｔｉｏｎ　Ｊｕｔｓｕ　ｆｒｅｑｕｅｎｃｙ　ｗｈｅｎ　Ｓｔａｔｅ　ｉｓ　ＣＯＭ．
BTL_0305	0x20AF10	0x20B0AC	0x2230B0	103	Ｓｅｔ　Ｔｅａｍ　Ａｔｔａｃｋ　ｆｒｅｑｕｅｎｃｙ　ｗｈｅｎ　Ｓｔａｔｅ　ｉｓ　ｎｏｔ　Ｍａｎｕａｌ．
BTL_0306	0x20AFC0	0x20B0B0	0x223120	111	Ｓｅｔ　Ｐｕｒｓｕｉｔ　Ｃｏｕｎｔｅｒ　ｆｒｅｑｕｅｎｃｙ　ｗｈｅｎ　Ｓｔａｔｅ　ｉｓ　ｎｏｔ　Ｍａｎｕａｌ．
