path	offset	expected_hex	replacement_hex	source_text	replacement_text
PRG/BTL.BIN	0x1E2450	3C728D827C82BD82A93E82DD82CC3C728ED27C82E082CC3E82BD82BF	546865204772656174657374206F6620416C6C000000000000000000	<r高|たか>みの<r者|もの>たち	The Greatest of All
PRG/BTL.BIN	0x1E2670	3C728E547C82DC3E82AB3C7295487C82D182B53E	4D616B696269736869205370696B657300000000	<r撒|ま>き<r菱|びし>	Makibishi Spikes
PRG/BTL.BIN	0x1E2690	3C7295BA97C68ADB7C82D082E582A482EB82A482AA82F13E	466F6F642050696C6C730000000000000000000000000000	<r兵糧丸|ひょうろうがん>	Food Pills
PRG/BTL.BIN	0x1E26B0	3C728FE394457C82B682E582A482C982F13E82CC3C728C437C82AD82C23E	53686F6573206F66204A6F6E696E00000000000000000000000000000000	<r上忍|じょうにん>の<r靴|くつ>	Shoes of Jonin
PRG/BTL.BIN	0x1E26D0	834A834A83563C72906C8C607C82C982F182AC82E582A43E	536361726563726F77000000000000000000000000000000	カカシ<r人形|にんぎょう>	Scarecrow
PRG/BTL.BIN	0x1E26F0	3C728DAA90AB7C82B182F182B682E582A43E82CC82A882E082E8	576569676874206F662044657465726D696E6174696F6E000000	<r根性|こんじょう>のおもり	Weight of Determination
PRG/BTL.BIN	0x1E2710	3C72959796828EE897A08C957C82D382A482DC82B582E382E882AF82F13E	44656D6F6E2057696E642053687572696B656E0000000000000000000000	<r風魔手裏剣|ふうましゅりけん>	Demon Wind Shuriken
PRG/BTL.BIN	0x1E2730	3C728EF48E447C82B682E382B382C23E81403C728A5A95F67C82E682EB82A282AD82B83E82B5	4375727365205461673A2041726D6F7220427265616B00000000000000000000000000000000	<r呪札|じゅさつ>　<r鎧崩|よろいくず>し	Curse Tag: Armor Break
PRG/BTL.BIN	0x1E2760	3C728B548D628ADB7C82AB82C182B182A482AA82F13E	546F72746F6973657368656C6C2050696C6C73000000	<r亀甲丸|きっこうがん>	Tortoiseshell Pills
PRG/BTL.BIN	0x1E2780	3C72E07997F47C82B382AD82EA82C23E834E83698343	4275727374204B756E61690000000000000000000000	<r炸裂|さくれつ>クナイ	Burst Kunai
PRG/BTL.BIN	0x1E27A0	3C728B4E949A7C82AB82CE82AD3E834E83698343	4578706C6F64696E67204B756E61690000000000	<r起爆|きばく>クナイ	Exploding Kunai
PRG/BTL.BIN	0x1E27C0	3C7288E397C37C82A282E882E582A43E83708362834E	4D65646963616C205061636B00000000000000000000	<r医療|いりょう>パック	Medical Pack
PRG/BTL.BIN	0x1E27E0	3C72895F89427C82AD82E082AA82AD3E82EA82CC3C728AAA95A87C82DC82AB82E082CC3E	5363726F6C6C206F662048696464656E20436C6F75640000000000000000000000000000	<r雲隠|くもがく>れの<r巻物|まきもの>	Scroll of Hidden Cloud
PRG/BTL.BIN	0x1E2810	3C7293C5898C8BCA7C82C782AD82AF82DE82E882BE82DC3E	506F69736F6E20536D6F6B6520426F6D6200000000000000	<r毒煙玉|どくけむりだま>	Poison Smoke Bomb
PRG/BTL.BIN	0x1E2830	3C728B4E949A8E447C82AB82CE82AD82D382BE3E	506170657220426F6D6200000000000000000000	<r起爆札|きばくふだ>	Paper Bomb
PRG/BTL.BIN	0x1E2850	3C728CB38B438ADB7C82B082F182AB82AA82F13E	456E657267792050696C6C730000000000000000	<r元気丸|げんきがん>	Energy Pills
PRG/BTL.BIN	0x1E2870	3C7289DAE5AF96FB7C834B837D82A082D482E73E	546F6164204F696C000000000000000000000000	<r蝦蟇油|ガマあぶら>	Toad Oil
PRG/BTL.BIN	0x1E2890	3C728B4E949A7C82AB82CE82AD3E8356815B838B	4578706C6F64696E67205365616C000000000000	<r起爆|きばく>シール	Exploding Seal
PRG/BTL.BIN	0x1E28B0	3C7290E789658EE897A08C957C82B982F182A682A282B582E382E882AF82F13E	313030302D536861646F772053687572696B656E000000000000000000000000	<r千影手裏剣|せんえいしゅりけん>	1000-Shadow Shuriken
PRG/BTL.BIN	0x1E28E0	3C72E1837C82B582D13E82EA3C728BCA7C82BD82DC3E	5374756E2042616C6C00000000000000000000000000	<r痺|しび>れ<r玉|たま>	Stun Ball
PRG/BTL.BIN	0x1E2900	3C72948E91C58BCA7C82CE82AD82BF82BE82DC3E	52616E646F6D2042616C6C000000000000000000	<r博打玉|ばくちだま>	Random Ball
PRG/BTL.BIN	0x1E2918	8341834383658380837C815B8360	4974656D20506F75636800000000	アイテムポーチ	Item Pouch
PRG/BTL.BIN	0x1E2930	3C7294458BEF979095917C82C982F182AE82E782F182D43E82CC3C728AAA95A87C82DC82AB82E082CC3E	5363726F6C6C206F66204E696E6A6120546F6F6C2044616E636500000000000000000000000000000000	<r忍具乱舞|にんぐらんぶ>の<r巻物|まきもの>	Scroll of Ninja Tool Dance
PRG/BTL.BIN	0x1E2960	3C728BE07C82AB82F13E82CC3C7291958FFC95697C82BB82A482B582E582AD82D082F13E	476F6C64204F726E616D656E740000000000000000000000000000000000000000000000	<r金|きん>の<r装飾品|そうしょくひん>	Gold Ornament
PRG/BTL.BIN	0x1E2990	3C72E0E6E0DF7C82B182CD82AD3E82CC3C7289F27C82A982BD82DC82E83E	4C756D70206F6620416D6265720000000000000000000000000000000000	<r琥珀|こはく>の<r塊|かたまり>	Lump of Amber
PRG/BTL.BIN	0x1E29B0	3C728CC3914B7C82B182B982F13E	4F6C6420436F696E000000000000	<r古銭|こせん>	Old Coin
PRG/BTL.BIN	0x1E29C0	3C7293C195CA8CF08FC28EE88C607C82C682AD82D782C282B182A482B582E582A482C482AA82BD3E	5370656369616C204E65676F74696174696F6E73205065726D697400000000000000000000000000	<r特別交渉手形|とくべつこうしょうてがた>	Special Negotiations Permit
PRG/BTL.BIN	0x1E29F0	3C728D678BCA7C82B182A482AC82E582AD3E82CC3C728E7797D67C82E482D182ED3E	527562792052696E6700000000000000000000000000000000000000000000000000	<r紅玉|こうぎょく>の<r指輪|ゆびわ>	Ruby Ring
PRG/BTL.BIN	0x1E2A20	3C728EA196FC7C82BF82E43E82CC3C728AAA95A87C82DC82AB82E082CC3E	5363726F6C6C206F66205265636F76657279000000000000000000000000	<r治癒|ちゆ>の<r巻物|まきもの>	Scroll of Recovery
PRG/BTL.BIN	0x1E2A40	3C7294928BE27C82CD82AD82AC82F13E82CC3C728984965F7C82CC82D782DA82A43E	53696C76657220496E676F7400000000000000000000000000000000000000000000	<r白銀|はくぎん>の<r延棒|のべぼう>	Silver Ingot
PRG/BTL.BIN	0x1E2A70	3C7298418C577C82EA82F182AF82A23E82CC3C72934A7C82D382A63E	4C696E6B656420466C75746500000000000000000000000000000000	<r連係|れんけい>の<r笛|ふえ>	Linked Flute
PRG/BTL.BIN	0x1E2A90	3C728B4891E37C82AB82BE82A23E82CC3C7294E995F37C82D082D982A43E	526172652054726561737572650000000000000000000000000000000000	<r稀代|きだい>の<r秘宝|ひほう>	Rare Treasure
PRG/BTL.BIN	0x1E2AB0	3C7291538A4A7C82BA82F182A982A23E82CC3C728A7A93967C82D082BD82A282A03E82C4	46756C6C204865616462616E640000000000000000000000000000000000000000000000	<r全開|ぜんかい>の<r額当|ひたいあ>て	Full Headband
PRG/BTL.BIN	0x1E2AE0	3C728B43947A8ED59266919591A97C82AF82CD82A282B582E182BE82F182B582E582A482BC82AD3E	537465616C7468204765617200000000000000000000000000000000000000000000000000000000	<r気配遮断装束|けはいしゃだんしょうぞく>	Stealth Gear
PRG/BTL.BIN	0x1E2B16	3030	4646	<color00FFFF><r究極連激戦|ナルティメットれんげきせん><colorFFFFFF>では、<r定|さだ>められた<r相手|あいて>と<r連続|れんぞく>で<r闘|たたか>い、<r最後|さいご>まで<r勝|か>ち<r残|のこ>ることで<r報酬|ほうしゅう>を<r得|え>ることができます。	<colorFFFFFF>In <color00FFFF>Ultimate Battle Series<colorFFFFFF>, you earn a reward if you beat certain series of enemies.
PRG/BTL.BIN	0x1E2B1D	3C728B868BC998418C8390ED7C8369838B8365834283818362836782EA82F182B082AB82B982F13E3C63	496E203C636F6C6F723030464646463E556C74696D61746520426174746C65205365726965733C636F6C	<color00FFFF><r究極連激戦|ナルティメットれんげきせん><colorFFFFFF>では、<r定|さだ>められた<r相手|あいて>と<r連続|れんぞく>で<r闘|たたか>い、<r最後|さいご>まで<r勝|か>ち<r残|のこ>ることで<r報酬|ほうしゅう>を<r得|え>ることができます。	<colorFFFFFF>In <color00FFFF>Ultimate Battle Series<colorFFFFFF>, you earn a reward if you beat certain series of enemies.
PRG/BTL.BIN	0x1E2B48	6C6F72	724646	<color00FFFF><r究極連激戦|ナルティメットれんげきせん><colorFFFFFF>では、<r定|さだ>められた<r相手|あいて>と<r連続|れんぞく>で<r闘|たたか>い、<r最後|さいご>まで<r勝|か>ち<r残|のこ>ることで<r報酬|ほうしゅう>を<r得|え>ることができます。	<colorFFFFFF>In <color00FFFF>Ultimate Battle Series<colorFFFFFF>, you earn a reward if you beat certain series of enemies.
PRG/BTL.BIN	0x1E2B4F	46463E82C582CD81413C7292E87C82B382BE3E82DF82E782EA82BD3C72918A8EE87C82A082A282C43E82C63C72984191B17C82EA82F182BC82AD3E82C53C7293AC7C82BD82BD82A93E82A281413C728DC58CE37C82B382A282B23E82DC82C53C728F9F7C82A93E82BF3C728E637C82CC82B13E82E982B182C682C53C7295F18F567C82D982A482B582E382A43E82F03C7293BE7C82A63E82E982B182C682AA82C582AB82DC82B78142	3E2C20796F75206561726E20612072657761726420696620796F752062656174206365727461696E20736572696573206F6620656E656D6965732E0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	<color00FFFF><r究極連激戦|ナルティメットれんげきせん><colorFFFFFF>では、<r定|さだ>められた<r相手|あいて>と<r連続|れんぞく>で<r闘|たたか>い、<r最後|さいご>まで<r勝|か>ち<r残|のこ>ることで<r報酬|ほうしゅう>を<r得|え>ることができます。	<colorFFFFFF>In <color00FFFF>Ultimate Battle Series<colorFFFFFF>, you earn a reward if you beat certain series of enemies.
PRG/BTL.BIN	0x1E2C06	3030	4646	<color00FFFF><r壮絶|そうぜつ>サバイバル<colorFFFFFF>ではランダムで<r出現|しゅつげん>する<r相手|あいて>と<r無限|むげん>に<r闘|たたか>い、どこまで<r勝|か>ち<r残|のこ>れるかを<r競|きそ>うことができます。	<colorFFFFFF>In <color00FFFF>Epic Survival<colorFFFFFF>, see how far you can last against infinitely appearing random enemies.
PRG/BTL.BIN	0x1E2C0D	3C72917390E27C82BB82A482BA82C2	496E203C636F6C6F72303046464646	<color00FFFF><r壮絶|そうぜつ>サバイバル<colorFFFFFF>ではランダムで<r出現|しゅつげん>する<r相手|あいて>と<r無限|むげん>に<r闘|たたか>い、どこまで<r勝|か>ち<r残|のこ>れるかを<r競|きそ>うことができます。	<colorFFFFFF>In <color00FFFF>Epic Survival<colorFFFFFF>, see how far you can last against infinitely appearing random enemies.
PRG/BTL.BIN	0x1E2C1D	8354836F8343836F838B3C636F6C6F72464646	4570696320537572766976616C3C636F6C6F72	<color00FFFF><r壮絶|そうぜつ>サバイバル<colorFFFFFF>ではランダムで<r出現|しゅつげん>する<r相手|あいて>と<r無限|むげん>に<r闘|たたか>い、どこまで<r勝|か>ち<r残|のこ>れるかを<r競|きそ>うことができます。	<colorFFFFFF>In <color00FFFF>Epic Survival<colorFFFFFF>, see how far you can last against infinitely appearing random enemies.
PRG/BTL.BIN	0x1E2C33	3E82C582CD83898393835F838082C53C	4646463E2C2073656520686F77206661	<color00FFFF><r壮絶|そうぜつ>サバイバル<colorFFFFFF>ではランダムで<r出現|しゅつげん>する<r相手|あいて>と<r無限|むげん>に<r闘|たたか>い、どこまで<r勝|か>ち<r残|のこ>れるかを<r競|きそ>うことができます。	<colorFFFFFF>In <color00FFFF>Epic Survival<colorFFFFFF>, see how far you can last against infinitely appearing random enemies.
PRG/BTL.BIN	0x1E2C44	8F6F8CBB7C82B582E382C282B082F13E82B782E93C72918A8EE87C82A082A282C43E82C63C7296B38CC07C82DE82B082F13E82C93C7293AC7C82BD82BD82A93E82A2814182C782B182DC82C53C728F9F7C82A93E82BF3C728E637C82CC82B13E82EA82E982A982F03C728BA37C82AB82BB3E82A482B182C682AA82C582AB82DC82B78142	20796F752063616E206C61737420616761696E737420696E66696E6974656C7920617070656172696E672072616E646F6D20656E656D6965732E0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	<color00FFFF><r壮絶|そうぜつ>サバイバル<colorFFFFFF>ではランダムで<r出現|しゅつげん>する<r相手|あいて>と<r無限|むげん>に<r闘|たたか>い、どこまで<r勝|か>ち<r残|のこ>れるかを<r競|きそ>うことができます。	<colorFFFFFF>In <color00FFFF>Epic Survival<colorFFFFFF>, see how far you can last against infinitely appearing random enemies.
PRG/BTL.BIN	0x1E2CD6	3030	4646	<color00FFFF><r自分|じぶん>ルール<r戦闘|せんとう><colorFFFFFF>では、<r戦闘条件|せんとうじょうけん>を<r任意|にんい>に<r設定|せってい>して<r闘|たたか>うことができます。	<colorFFFFFF>In <color00FFFF>Customized Battle<colorFFFFFF>, set your own battle conditions and fight.
PRG/BTL.BIN	0x1E2CDD	3C728EA995AA7C82B682D482F13E838B815B838B3C7290ED93AC7C82B982F182C682A43E3C636F6C6F72	496E203C636F6C6F723030464646463E437573746F6D697A656420426174746C653C636F6C6F72464646	<color00FFFF><r自分|じぶん>ルール<r戦闘|せんとう><colorFFFFFF>では、<r戦闘条件|せんとうじょうけん>を<r任意|にんい>に<r設定|せってい>して<r闘|たたか>うことができます。	<colorFFFFFF>In <color00FFFF>Customized Battle<colorFFFFFF>, set your own battle conditions and fight.
PRG/BTL.BIN	0x1E2D0A	4646463E82C582CD81413C7290ED93AC8FF08C8F7C82B982F182C682A482B682E582A482AF82F13E82F03C72944388D37C82C982F182A23E82C93C7290DD92E87C82B982C182C482A23E82B582C43C7293AC7C82BD82BD82A93E82A482B182C682AA82C582AB82DC82B78142	3E2C2073657420796F7572206F776E20626174746C6520636F6E646974696F6E7320616E642066696768742E00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	<color00FFFF><r自分|じぶん>ルール<r戦闘|せんとう><colorFFFFFF>では、<r戦闘条件|せんとうじょうけん>を<r任意|にんい>に<r設定|せってい>して<r闘|たたか>うことができます。	<colorFFFFFF>In <color00FFFF>Customized Battle<colorFFFFFF>, set your own battle conditions and fight.
PRG/BTL.BIN	0x1E2D86	3030	4646	<color00FFFF><r熱血対戦|ねっけつたいせん><colorFFFFFF>を<r終了|しゅうりょう>しますか？	<colorFFFFFF>Quit <color00FFFF>Hot-Blooded Versus<colorFFFFFF>?
PRG/BTL.BIN	0x1E2D8D	3C72944D8C8C91CE90ED7C82CB82C182AF82C282BD82A282B982F13E3C636F6C6F724646464646463E82F03C728F4997B97C82B582E382A482E882E582A43E82B582DC82B782A98148	51756974203C636F6C6F723030464646463E486F742D426C6F6F646564205665727375733C636F6C6F724646464646463E3F0000000000000000000000000000000000000000000000	<color00FFFF><r熱血対戦|ねっけつたいせん><colorFFFFFF>を<r終了|しゅうりょう>しますか？	<colorFFFFFF>Quit <color00FFFF>Hot-Blooded Versus<colorFFFFFF>?
PRG/BTL.BIN	0x1E2DE6	3030	4646	<color00FFFF><r壮絶|そうぜつ>サバイバル<colorFFFFFF>を開始しますか？	<colorFFFFFF>Play <color00FFFF>Epic Survival<colorFFFFFF>?
PRG/BTL.BIN	0x1E2DED	3C72917390E27C82BB82A482BA82C23E8354836F8343836F838B3C636F6C6F724646464646	506C6179203C636F6C6F723030464646463E4570696320537572766976616C3C636F6C6F72	<color00FFFF><r壮絶|そうぜつ>サバイバル<colorFFFFFF>を開始しますか？	<colorFFFFFF>Play <color00FFFF>Epic Survival<colorFFFFFF>?
PRG/BTL.BIN	0x1E2E13	3E82F08A4A8E6E82B582DC82B782A98148	46464646463E3F00000000000000000000	<color00FFFF><r壮絶|そうぜつ>サバイバル<colorFFFFFF>を開始しますか？	<colorFFFFFF>Play <color00FFFF>Epic Survival<colorFFFFFF>?
PRG/BTL.BIN	0x1E2F60	3C72928694457C82BF82E382A482C982F13E838C8378838B	47656E696E204C564C000000000000000000000000000000	<r中忍|ちゅうにん>レベル	Genin LVL
PRG/BTL.BIN	0x1E2F80	3C728FE394457C82B682E582A482C982F13E838C8378838B	4368756E696E204C564C0000000000000000000000000000	<r上忍|じょうにん>レベル	Chunin LVL
PRG/BTL.BIN	0x1E2FA0	3C7289CE89	486F6B6167	<r火影|ほかげ>レベル	Hokage LVL
PRG/BTL.BIN	0x1E2FA6	7C82D982A982B03E838C8378838B	204C564C00000000000000000000	<r火影|ほかげ>レベル	Hokage LVL
PRG/BTL.BIN	0x1E2FC0	3C7293C18EEA90ED93AC7C82C682AD82B582E382B982F182C682A43E	5370656369616C20426174746C650000000000000000000000000000	<r特殊戦闘|とくしゅせんとう>	Special Battle
PRG/BTL.BIN	0x1E3000	838C8378838B82F03C72914991F07C82B982F182BD82AD3E82B582C482AD82BE82B382A28142	53656C6563742061206C6576656C2E0000000000000000000000000000000000000000000000	レベルを<r選択|せんたく>してください。	Select a level.
PRG/BTL.BIN	0x1E3030	83898393834E82F03C	53656C656374206120	ランクを<r選択|せんたく>してください。	Select a rank.
PRG/BTL.BIN	0x1E303A	914991F07C82B982F182BD82AD3E82B582C482AD82BE82B382A28142	616E6B2E000000000000000000000000000000000000000000000000	ランクを<r選択|せんたく>してください。	Select a rank.
PRG/BTL.BIN	0x1E3060	82B182EA82C582E682EB82B582A282C582B582E582A482A98148	49732074686973206F6B61793F00000000000000000000000000	これでよろしいでしょうか？	Is this okay?
PRG/BTL.BIN	0x1E3110	3C727562	53657420	<ruby好|す>きな<ruby条件|じょうけん>を<ruby設定|せってい>してください。	Set your own rules.
PRG/BTL.BIN	0x1E3115	8D447C82B73E82AB82C83C727562798FF08C8F7C82B682E582A482AF82F13E82F03C7275627990DD92E87C82B982C182C482A23E82B582C482AD82BE82B382A28142	6F7572206F776E2072756C65732E00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	<ruby好|す>きな<ruby条件|じょうけん>を<ruby設定|せってい>してください。	Set your own rules.
PRG/BTL.BIN	0x1E3160	826282	436861	ＣＯＭの<ruby強|つよ>さを<ruby変更|へんこう>できます。	Change COM strength.
PRG/BTL.BIN	0x1E3164	826C82CC3C727562798BAD7C82C282E63E82B382F03C7275627995CF8D587C82D682F182B182A43E82C582AB82DC82B78142	676520434F4D20737472656E6774682E00000000000000000000000000000000000000000000000000000000000000000000	ＣＯＭの<ruby強|つよ>さを<ruby変更|へんこう>できます。	Change COM strength.
PRG/BTL.BIN	0x1E31A0	3C72756279899C8B607C82A882A482AC3E82CC3C7275627993FC97CD8F9F95897C82C982E382A482E882E582AD82B582E582A482D43E82F03C7275627995CF8D587C82D682F182B182A43E82C582AB82DC82B78142	4368616E676520556C74696D617465204A7574737520636F6E74726F6C732E000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	<ruby奥義|おうぎ>の<ruby入力勝負|にゅうりょくしょうぶ>を<ruby変更|へんこう>できます。	Change Ultimate Jutsu controls.
PRG/BTL.BIN	0x1E3200	817782CD82A2817882F03C72756279914991F07C82B982F182BD82AD3E82C53C7275627990ED93AC7C82B982F182C682A43E82F03C727562798A4A8E6E7C82A982A282B53E82B582DC82B78142	53656C6563742059657320746F2073746172742074686520626174746C652E00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	『はい』を<ruby選択|せんたく>で<ruby戦闘|せんとう>を<ruby開始|かいし>します。	Select Yes to start the battle.
PRG/BTL.BIN	0x1E3250	3C727562798FF08C8F7C82B682E582A482AF82F13E82AA825082C282E03C7275627990DD92E87C82B982C182C482A23E82B382EA82C482A282C882A282C582B78142	4E6F2072756C65732068617665206265656E207365742E00000000000000000000000000000000000000000000000000000000000000000000000000000000000000	<ruby条件|じょうけん>が１つも<ruby設定|せってい>されていないです。	No rules have been set.
PRG/BTL.BIN	0x1E32A0	82B782C582C93C7275627990DD92E88DCF7C82B982C182C482A282B83E82DD82C582B78142	416C7265616479207365742E00000000000000000000000000000000000000000000000000	すでに<ruby設定済|せっていず>みです。	Already set.
PRG/BTL.BIN	0x1E3370	8AEE967B8FF08C8F000000	42617369632052756C6573	基本条件	Basic Rules
PRG/BTL.BIN	0x1E3380	3C7275627995FB8CFC7C82D982A482B182A43E834C815B3C727562798DB689457C82B382E482A43E82C58262826E826C82CC3C727562798BAD7C82C282E63E82B382F03C7275627995CF8D587C82D682F182B182A43E82C582AB82DC82B78142	4368616E676520434F4D20737472656E6774682E00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	<ruby方向|ほうこう>キー<ruby左右|さゆう>でＣＯＭの<ruby強|つよ>さを<ruby変更|へんこう>できます。	Change COM strength.
PRG/BTL.BIN	0x1E33F0	3C7275627995FB8CFC7C82D982A482B182A43E834C815B3C727562798DB689457C82B382E482A43E82C53C72756279899C8B607C82A882A482AC3E82CC3C7275627993FC97CD8F9F95897C82C982E382A482E882E582AD82B582E582A482D43E82F03C7275627995CF8D587C82D682F182B182A43E82C582AB82DC82B78142	4368616E676520556C74696D617465204A7574737520636F6E74726F6C732E000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	<ruby方向|ほうこう>キー<ruby左右|さゆう>で<ruby奥義|おうぎ>の<ruby入力勝負|にゅうりょくしょうぶ>を<ruby変更|へんこう>できます。	Change Ultimate Jutsu controls.
PRG/BTL.BIN	0x1E3470	82E282B382B582A2	4561737900000000	やさしい	Easy
PRG/BTL.BIN	0x1E34B8	83898393835F8380	52616E646F6D0000	ランダム	Random
PRG/BTL.BIN	0x1E34C8	8352837D83938368	436F6D6D616E6400	コマンド	Command
PRG/BTL.BIN	0x1E34D8	835E8343837E8393834F	54696D696E6700000000	タイミング	Timing
PRG/BTL.BIN	0x1E3510	82A83C728EE88C798FF08C8F7C82C482AA82E982B682E582A482AF82F13E8250	456173792052756C657320310000000000000000000000000000000000000000	お<r手軽条件|てがるじょうけん>１	Easy Rules 1
PRG/BTL.BIN	0x1E3540	82A83C728EE88C798FF08C8F7C82C482AA82E982B682E582A482AF82F13E8251	456173792052756C657320320000000000000000000000000000000000000000	お<r手軽条件|てがるじょうけん>２	Easy Rules 2
PRG/BTL.BIN	0x1E3570	82A83C728EE88C798FF08C8F7C82C482AA82E982B682E582A482AF82F13E8252	456173792052756C657320330000000000000000000000000000000000000000	お<r手軽条件|てがるじょうけん>３	Easy Rules 3
PRG/BTL.BIN	0x1E35A0	3C7296B38F6497CD90ED93AC7C82DE82B682E382A482E882E582AD82B982F182C682A43E	5765696768746C65737320426174746C6500000000000000000000000000000000000000	<r無重力戦闘|むじゅうりょくせんとう>	Weightless Battle
